Paziente,194,20,187,183,178
149,0.55839396,0.26290902,1.2850082,0.5815389,0.045964256
150,0.10456674,0.59477144,0.6551956,0.5437155,0.20893253
153,0.1332674,0.60859215,0.6578169,0.11773983,0.74762166
155,0.053537417,0.36028773,0.5715441,0.17026608,0.34849548
158,0.114584185,0.78725773,0.72506964,0.16201288,0.6886732
159,0.15492836,0.5530013,0.5101088,0.0,0.38978487
161,0.0,0.9889793,0.75817543,0.26126063,0.5806242
163,0.06562689,0.752629,0.8536952,0.18643208,0.5922922
166,0.09441368,0.51038116,0.9876298,0.27132317,0.3105775
168,0.15948094,0.5522325,0.97496176,0.026019078,0.94617236
169,0.27183738,0.075525835,1.0035299,0.15163693,0.0
170,0.05451157,0.9367803,0.8148731,0.1512756,0.8325715
171,0.20495427,0.32619315,0.65687025,0.17519878,0.36617142
175,0.4528525,0.47142923,1.251652,0.15549034,0.48171085
176,0.20475133,0.82743454,0.78484,0.06638711,0.82055354
178,0.24363855,0.53392166,0.72513634,0.11121727,0.6073515
182,0.13859203,0.45066595,0.71042895,0.15239653,0.7288109
183,0.19642375,0.6434076,0.95673263,0.21976167,0.6180485
188,0.084535,0.7408972,0.9799387,0.29822886,0.3911404
189,0.48020864,1.0774378,1.9410936,0.2090696,0.39481246
190,0.0,0.0,0.9994917,0.046221167,0.0
193,0.22869831,0.49681634,0.6590049,0.3618225,0.7368489
197,0.0,0.48289305,0.59945315,0.30794966,0.3501792
199,0.183868,0.7293111,0.59231144,0.68722063,0.0
200,0.21664691,0.5025602,0.6944551,0.37543476,0.4138493
205,0.027260289,0.14325762,0.6831245,0.067990184,0.0
