Patient,Slice,Feature_194,Feature_129,Feature_655,Feature_414,Feature_1219,wavelet-LH_firstorder_Uniformity,wavelet-LH_glcm_Correlation,wavelet-HL_gldm_DependenceVariance,wavelet-LH_gldm_DependenceVariance,original_shape2D_MinorAxisLength,original_firstorder_10Percentile
43.0,329.0,0.18878461,0.19377865,0.44554868,0.0,0.0,0.3724506554390994,0.5424498956388297,4.58592373615217,3.2289408462480216,20.27793860322452,58.2
43.0,326.0,0.16584899,0.36952323,0.47793505,0.0,0.0,0.3313494809688582,0.4877372556684624,2.799861591695502,2.28719723183391,22.17746059839275,61.8
43.0,322.0,0.08286151,0.79892,0.4020477,0.0,0.0,0.3508637107821845,0.4354581203253187,3.58047378796485,3.037655785358682,23.743785555402543,64.4
43.0,330.0,0.23765008,0.16787489,0.4579248,0.0,0.0,0.3634477720964207,0.4701538256057322,3.2986413440467497,2.9380861943024104,18.8628056142477,62.8
44.0,186.0,0.1199115,0.27949423,0.51564705,0.23581547,0.0,0.0912494325284046,0.6230838104656439,1.1690723316397285,1.7036336838701254,22.93801339284159,72.0
44.0,185.0,0.101513326,0.30637318,0.51313275,0.252229,0.0,0.082731412031377,0.6165914897677115,1.8885547941131764,1.7525128699916073,23.493387177475903,65.0
44.0,183.0,0.12722033,0.27850062,0.5032844,0.29853937,0.0,0.1028720083246618,0.6523296300317692,1.310551508844953,1.3596670135275757,22.556587268995926,57.900000000000006
44.0,187.0,0.14899915,0.25325096,0.51994514,0.24513838,0.0,0.0797375,0.6207108967756685,1.3041,1.3481,21.741793526148246,69.9
44.0,184.0,0.17839485,0.35455453,0.49644423,0.27348444,0.0,0.0886887522317,0.6242096778398338,1.1750525689347353,1.6141717913112477,23.444202369714816,60.0
46.0,202.0,0.12733862,0.21321268,0.49427408,0.32278416,0.015021369,0.1517784613137887,0.5380079604556355,3.2358959848851327,2.5315760170133537,21.561787953211635,14.0
46.0,203.0,0.11329534,0.19456668,0.49345648,0.31586072,0.011293024,0.2070572510581421,0.4915802207040775,3.4629895299621296,2.810603697928269,21.74218899429864,19.0
46.0,204.0,0.10254203,0.1852126,0.51414526,0.30130535,0.028697863,0.2454745982283533,0.4983823025753178,3.559434193480621,3.755925912958229,22.37205180575728,13.0
46.0,205.0,0.14786929,0.20387752,0.5401312,0.29536512,0.04398665,0.2265643355000391,0.4972666886281366,4.668198153514153,4.022554624481166,22.48883356702483,6.0
46.0,207.0,0.07521024,0.18637784,0.50805974,0.31009382,0.010725476,0.224593963332702,0.499753934795033,4.945720495270044,3.849705561417273,21.942155457566077,4.0
47.0,194.0,0.017826231,0.35631424,0.420197,0.36401948,0.0,0.1854963839579224,0.4087135095211563,2.399579224194609,2.670506245890861,22.69448646603167,-0.1999999999999886
47.0,196.0,0.068237595,0.27145207,0.45033017,0.33773446,0.0,0.2266075547866205,0.4349605346987862,3.224312764321415,2.508938869665513,21.024310600206945,-9.299999999999995
47.0,195.0,0.03696283,0.32012188,0.4397118,0.359122,0.0,0.2122218409959808,0.4332783168080367,3.543280070581315,2.939319674541712,21.998885212475585,-6.699999999999996
47.0,192.0,0.039334226,0.2714873,0.4805217,0.34441668,0.0,0.2303579254930606,0.3661848389505175,3.391555880204529,4.2698027757487225,23.804027340036477,7.699999999999996
47.0,193.0,0.009861706,0.31347054,0.4348826,0.35520166,0.0,0.1959042600331313,0.3976886750263813,2.2655550177586594,3.29987933655557,23.24562473106656,7.200000000000003
48.0,201.0,0.15356326,0.2847904,0.49169034,0.33577415,0.0,0.3090359168241965,0.4308596343347541,2.977240075614368,3.787221172022684,24.68618494459149,23.0
48.0,200.0,0.14587271,0.29014242,0.48878425,0.33992904,0.0017027743,0.2191250150651676,0.4011969738493336,2.3567776036913965,2.6327370396515213,24.610068840614225,22.0
48.0,198.0,0.14706877,0.33282495,0.5081521,0.34569013,0.0,0.3008599049297656,0.3696854940991148,3.182965692819883,3.890544606455518,24.356195750161945,25.0
48.0,197.0,0.15661523,0.34881276,0.50591344,0.3361554,0.0,0.2835428785888534,0.4004269793468417,2.8297158107629112,3.867517357853256,24.240896532199585,19.8
48.0,199.0,0.14910513,0.3054059,0.4929816,0.34676224,0.0013968609,0.2438144591779708,0.3506134472366674,2.2104692712831717,3.306203322664228,24.57869485648938,18.0
50.0,231.0,0.0050940737,0.1237808,0.44562623,0.31319484,0.0,0.1485580632716049,0.4508776308012475,2.618007330246914,2.438609182098766,20.35675856525776,44.400000000000006
50.0,227.0,0.0,0.14313422,0.4694465,0.34906027,0.0,0.1689655641943873,0.4642108752923783,2.330142563418254,2.3983061232826346,20.59938593196157,44.0
50.0,228.0,0.013135798,0.142994,0.46329737,0.33630612,0.0,0.1409389454770605,0.4418613073990971,2.281610800179679,2.854593354295912,21.06421697188666,48.00000000000001
50.0,229.0,0.030854244,0.14820297,0.45570064,0.32043293,0.0,0.1289892984542212,0.4345540388224105,2.551296076099881,2.1845897740784777,20.78306726642037,47.900000000000006
50.0,230.0,0.004979141,0.13777657,0.44546294,0.32298553,0.0,0.1384789737654321,0.4477166587995073,2.444396219135802,1.900414737654321,20.603509583131057,48.0
52.0,151.0,0.08736609,0.19166441,0.50796694,0.35241205,0.0,0.2280235482395975,0.4624695637434693,4.596812604785855,3.671658283798201,27.48818141909372,47.0
52.0,148.0,0.19243304,0.2345732,0.49543995,0.33513513,0.0,0.2670424705017331,0.5324405490380315,4.57927768635552,4.894051328734988,27.27385421488341,45.5
52.0,147.0,0.18653941,0.26267618,0.52568984,0.32814747,0.0,0.257692136333259,0.5463173176190342,4.503675651592782,4.692180886611718,27.15255080712852,50.0
52.0,146.0,0.19407283,0.26160318,0.5152775,0.3216252,0.0,0.2404766370450212,0.5370843900550899,4.412472904860151,4.381176682866376,26.733616519225613,51.0
52.0,149.0,0.17116167,0.23553039,0.49724805,0.33719453,0.0,0.3001273205636808,0.500440977407397,4.234751356170058,4.8217880839231215,27.921366205682396,51.8
53.0,175.0,0.0,0.13723935,0.4199292,0.2495965,0.0,0.11540749553837,0.6263618992605123,3.2248289708506843,1.9328896490184413,24.221115959183702,64.0
53.0,176.0,0.0,0.14173336,0.42575842,0.25853774,0.0,0.1466971833338902,0.6173419979336017,4.087440275318253,2.92742824685088,23.130382255251824,59.5
53.0,171.0,0.020434849,0.11427219,0.41482416,0.22892308,0.0,0.1463683662851196,0.6870206474144581,2.9155463059313216,2.906722164412071,26.668768386106425,55.7
53.0,172.0,0.0,0.10313521,0.42255965,0.22253415,0.0,0.1329031315887953,0.6330603739938148,3.4049524922189462,2.4005074798514072,26.072950686426275,62.0
53.0,174.0,0.0,0.13224463,0.42624903,0.25347525,0.0,0.1116678161385857,0.6458287981233002,3.242078786157653,1.872976591342448,25.60454139735399,69.3
54.0,201.0,0.37219387,0.37572896,0.47554693,0.26743293,0.007357616,0.2557873699828916,0.5470899760007609,3.954246090024073,5.047449620736121,26.439290562713797,42.0
54.0,200.0,0.3438056,0.34649956,0.48930654,0.26156268,0.0,0.2449004898009796,0.5549929706088133,3.3360716721433445,4.903403806807614,26.68183276891583,34.7
