Paziente,100,2047,326,717,951,2008,1976,1701,1331,1951,1836,591,847,1600,630,113,1657,1336,1181,1775,1891,1213,874,1275,1969,1596,974,157,wavelet-HH_glszm_GrayLevelNonUniformity,wavelet-HH_glrlm_RunLengthNonUniformity,wavelet-HH_glcm_InverseVariance,wavelet-LH_ngtdm_Strength,wavelet-LL_ngtdm_Strength,wavelet-HL_ngtdm_Strength,wavelet-LL_glcm_MCC,wavelet-HH_glcm_ClusterShade,wavelet-HH_ngtdm_Strength,wavelet-HH_glcm_MCC,wavelet-HH_glcm_Correlation,wavelet-LH_glcm_MCC,wavelet-HL_glcm_MCC,wavelet-LL_glszm_ZonePercentage,wavelet-LH_glcm_Correlation,wavelet-HH_firstorder_Skewness,wavelet-HL_glcm_Correlation,wavelet-HH_gldm_DependenceVariance,wavelet-HH_glszm_SmallAreaEmphasis,wavelet-LL_glcm_Idn,wavelet-LL_firstorder_Skewness,original_shape2D_Sphericity
62,0.0,3.359285,0.0,2.426137,1.1476326,18.238024,0.0,6.6419845,4.2217493,1.9648434,0.0,1.4199586,12.330227,4.1237283,1.92628,0.0,6.9493465,0.0,0.0,5.3956347,1.2095551,0.32789695,0.7367612,1.3757458,10.143155,0.0,0.4311514,0.0,9.666666666666666,97.90184719195716,0.4841784370503036,11.154586776322624,295.87150693742984,7.358689295251404,0.9159467134158664,-0.1785802557773014,0.2042476595122335,0.3667672286292444,0.2357179144134179,0.6494435956658591,0.6568024891823498,0.7164556962025317,0.539774968074878,-0.0135041001070728,0.5486486707617004,2.063092453132511,0.3657331299698612,0.9421383738451306,1.4667797982878166,0.5980393429929443
64,0.0,0.76539326,0.0,0.0,1.5794594,7.1043406,0.0,1.4702376,4.4570284,0.007833958,0.0,0.66586065,8.622375,5.0258164,2.0498822,0.0,0.0,0.0,0.0,0.0,0.0,0.1497469,0.0,0.0,6.0681896,0.0,0.66061926,8.765615,8.578947368421053,87.65676015297961,0.4233126037226821,0.7518382211488178,14.251175546126325,0.3985433284342909,0.789683512030248,-0.0143245381413902,0.0310710765469243,0.1733331436257073,0.1519008415147265,0.5904149645188193,0.5583313936808326,0.4438202247191011,0.4825772703036755,-0.1076052483936251,0.5046054674053592,2.1440755235730617,0.2259968394140077,0.93584394502982,1.770171610879888,0.5092415166649766
65,0.0,1.3080962,0.0,0.0,1.1012051,14.09411,0.0,1.4141303,2.2048583,0.0,0.0,1.4294677,12.571015,0.0,0.85292983,0.0,0.0,0.0,2.1985772,2.6589851,2.006805,0.0,0.0,0.0,5.298968,0.0,0.0,0.0,6.2727272727272725,46.94107302011714,0.4401769728323124,5.330105002079165,117.89925439262352,2.81067342453045,0.9047820387478024,0.1300889050241355,0.0678722259175519,0.2758178447108894,0.1468566136637196,0.7368244876185575,0.6877006434460763,0.6666666666666666,0.5355579401441742,0.4881096163698351,0.5957497771712817,2.14766152147982,0.1371705993338832,0.9396285348336172,2.0752110845455825,0.4783625560828608
68,0.0,11.088738,3.6115434,5.525545,2.0254147,22.824543,1.2520016,4.9645267,7.431061,4.8528495,1.2911141,2.35856,19.567818,1.4086568,6.0956154,1.8370335,7.614632,1.7391434,2.3061616,10.720845,5.434285,1.9791722,0.47862756,0.854809,7.724227,1.1209965,2.4905818,0.0,14.03896103896104,132.6937458856705,0.4610487069410208,15.451825720545596,289.4550647810906,20.408771484401907,0.9071947860165266,1.4213254349631974,0.562322418224135,0.4073387090615861,0.3215573550488992,0.6870183452141894,0.7460228023382358,0.8607594936708861,0.5100318619284792,0.2700039165028032,0.5550280212145057,2.4106777759974367,0.4724805263483206,0.9116463800275896,1.2188532474426714,0.6662906208727547
69,0.0,4.9297953,0.0,0.40004098,1.2319517,16.06676,0.0,0.0,4.2142525,0.0,1.0126784,7.9333234,11.699809,1.5140139,2.518555,0.66531056,0.0,3.996695,1.3782542,2.581293,9.571207,0.30989432,0.0,0.0,6.7339973,0.0,0.6338239,0.7507529,3.8,79.29130307662253,0.4293708598579334,1.4184246136823055,27.828456658300475,1.2169999106788962,0.7965044375201847,0.0020027021405298,0.0354624680827856,0.1553365179807854,0.1535977357871375,0.6552882653529626,0.5786580506752368,0.3689956331877729,0.4808572340453112,-0.0320456100205521,0.5056619317700928,1.8947197803245552,0.5061027839238043,0.9522071731335162,2.725161666516364,0.5166011859830794
70,0.0,3.4001596,0.22495437,0.9877248,1.7440987,17.219292,0.0,3.4411483,5.522007,4.1385036,0.0,0.0,15.899417,1.1741816,3.7722461,0.0,3.163959,0.0,1.2963574,3.611723,0.6334028,0.0,0.0,0.07014197,4.70356,0.0,0.0,5.938851,4.733333333333333,51.813864242555,0.4311045707545575,4.454154149544507,379.6965757102289,10.473598313164818,0.9312265329785264,0.0829275394034008,0.1020793478192194,0.358892019758318,0.2231806273079239,0.6889095449597371,0.7762207620179596,0.6952054794520548,0.6542572709347858,-0.4729054799391257,0.6648603326201061,2.500140739350722,0.3268854041776529,0.9432693536312332,1.7089276251807417,0.5579462335048757
71,0.0,1.8020682,0.28944826,1.8023437,2.4125457,18.180157,0.45520005,2.0947847,4.713548,0.0,0.0,0.5222049,14.810976,0.5788659,0.34231377,0.0,1.7599474,0.34704816,0.5963094,4.571702,3.735891,3.2049236,0.87066543,0.0,5.405785,0.0,0.0,0.0,8.68421052631579,65.555731717239,0.4068559798717313,6.249042940488347,94.13928968785125,6.117063821472975,0.8778722045439562,0.0897996189454354,0.0476811834182862,0.280807070679522,0.222232325484303,0.7635621312350951,0.8305184520072134,0.6935933147632312,0.6332737584551213,0.920195836005018,0.646843067686411,2.651469184751825,0.3843556013735164,0.9527248292201018,3.3132691955007507,0.3698983420039422
74,0.0,2.0363288,0.0,0.0,2.5820673,11.539314,0.0,2.8053236,1.2428575,1.1942936,0.0,1.4927015,8.346008,2.909957,0.5116768,0.0,0.7889955,0.0,0.0,5.165672,1.7307293,0.5028262,0.0,0.0,7.3065033,0.0,0.23703459,0.0,6.25,55.42742016477907,0.422273647511979,3.7100286539207152,94.19530930101628,1.594347373077247,0.8361128162159288,0.1422504315327004,0.0855886151068928,0.2864060857814832,0.2141259296460814,0.6316919426425451,0.6635649272610837,0.7988338192419825,0.5975980035773957,0.1121164388504268,0.640958063278485,2.4557454801995764,0.3647954829180737,0.9110036116201944,1.0923779309323722,0.6934960379446851
75,0.0,0.0,1.599987,0.0,3.056249,13.345932,0.0,0.23871595,3.8149343,0.30103838,0.43891096,0.0,1.7841846,0.0,0.5241463,0.0,0.0,0.31185865,2.490909,0.79620683,1.7238405,0.0,0.9200152,0.0,4.0198674,0.0,0.0,0.0,3.25,74.35160100307596,0.425058667538533,0.6554553117997985,43.53758878732048,1.3973008904741349,0.8418388836929334,-0.0355233827069211,0.0346941561645514,0.1553312514618708,0.1496877752880238,0.5968976150292639,0.7010356741569954,0.4432989690721649,0.4806813661160419,-0.23961170911327,0.5265125635284617,1.952062918482304,0.2853963520592927,0.9528963377481444,2.3368342807018614,0.6525304934712454
76,0.0,1.6125133,0.0,0.0,0.21755135,11.778432,0.0,0.0,0.53682953,0.0,0.0,0.0,7.5988626,2.0571818,0.0,0.0,0.0,0.0,0.0,5.8462367,0.19833946,1.0640795,0.0,0.0,6.117875,0.0,0.0,0.0,7.705882352941177,46.2413777961212,0.4156424925554304,3.067681120866809,71.65679290071506,0.6013927346255962,0.895551052872882,0.007464733173044,0.059360819967509,0.1846186396204885,0.18049482155472,0.6433265519679586,0.5770152718586946,0.658273381294964,0.5189331154637722,0.583219683621043,0.5489465210878636,2.539361316702034,0.3897033154171035,0.929670362014902,1.1867427283212713,0.5345537240051816
78,0.0,2.030837,0.0,0.6410059,3.7883756,12.07263,0.0,2.413113,1.8352208,0.0,0.0,1.1221783,12.138759,0.00520432,0.0,0.0,0.0,0.0,0.64503,1.2736014,1.8258946,0.5735947,0.0,0.48150557,9.534256,0.0,1.1626197,0.0,5.909090909090909,79.76035611226649,0.4138614288214128,3.000725868474553,49.86467874157968,2.0579915002885736,0.8632787587767832,-0.05295921210587,0.0611530687945809,0.3064545309195873,0.140061935352533,0.6040669768889004,0.656809733666585,0.7748917748917749,0.52877606596315,0.0045004392328262,0.4956448436047132,2.3280860553587828,0.4425030426404165,0.9209826020032178,0.8806773598707508,0.553882146001666
79,0.0,1.9599395,0.0,0.0,3.8563836,16.341738,1.3409562,4.902605,9.099509,3.1223903,4.927142,1.9258046,16.25208,1.5844656,5.6203995,0.0,2.6977644,0.0,0.0,7.1414423,2.7013452,0.14017355,0.63485754,0.0,8.134902,0.98235154,0.915918,2.653286,4.666666666666667,91.66213943911804,0.4011752443868842,4.316777136702319,345.5025843535596,5.42448239487744,0.9201439209669946,0.0390971990308504,0.0503799525030891,0.2862396909551429,0.2650175549972215,0.6861334648099726,0.7271800019430271,0.6598101265822784,0.6195034727894975,0.0591787595997591,0.6855919742044871,2.572574507290498,0.5210268551458216,0.9515930661428166,2.214600111375609,0.5252059525968789
81,1.5462601,10.823772,2.2313595,2.6323514,7.073241,24.436659,0.746637,4.9576716,8.928338,4.3068724,7.6651964,5.1069093,14.167764,5.9319854,8.625539,0.598525,7.2270966,2.6668153,0.0,4.636529,6.9366426,5.0300026,0.6858593,0.0,8.778568,2.6506627,1.7148316,0.0,9.48,71.14544602640937,0.4066567979046693,8.188595762407726,379.14497755452857,4.758624401921112,0.9203205328628884,0.1840150651337921,0.0752190641734397,0.3525879171730681,0.3281174143264977,0.7010035635288377,0.7293330921549893,0.8513513513513513,0.6450175651443972,0.0507753612784765,0.7027384129949639,3.0774693612531454,0.3559378420892689,0.9289497045714704,1.1225237557217236,0.5094860657182795
82,0.0011165142,0.0,1.0283585,1.9855238,2.8001592,11.3124895,0.0,0.64171994,0.6436185,0.55598915,0.0,0.6185324,11.850406,0.0,0.0,0.0,0.0,0.0520972,2.3595886,1.7049502,2.7479703,0.0,0.0,0.0,4.565056,0.0,0.35341096,0.6265094,9.285714285714286,49.44045401389816,0.4195432727417578,0.8088190466784887,20.729396614209573,0.7333460973996646,0.8463884170839999,0.0756219548822748,0.0188749199501162,0.1507339238541907,0.1507339238541905,0.6068812166424751,0.5212770620520039,0.6923076923076923,0.5450561414915926,0.1535980450773665,0.4907373124942435,2.4528512186726545,0.3593425401932772,0.8900207107624492,0.6396819274403627,0.4907528132447053
84,0.0,3.402891,0.0,2.4560833,0.84453595,17.867687,0.32318258,6.8211837,2.730386,0.11567104,0.0,0.9157331,13.104432,2.814695,1.1286514,0.0,0.73532563,0.0,2.780206,8.161225,6.5102577,0.05094266,0.0,0.0,6.984809,0.0,0.34621188,0.40293837,3.888888888888889,109.07734766566269,0.4624473782174289,1.627800356208862,108.02861816741694,2.0652168857565,0.8869006120497949,-0.0537550026868335,0.0993856730459132,0.4590021846661093,0.1663685539859579,0.6766161588041644,0.6727706889464864,0.4480286738351254,0.4892090541528089,-0.4066534027055368,0.5130398291989928,1.6664225793604912,0.2419579405642981,0.9636345751959036,3.2440844039404757,0.6349443752971969
85,0.0,4.8640537,0.0,0.0,1.5637891,17.79236,0.5657228,0.18553007,5.454272,2.5120268,0.0,0.0,12.9405365,0.36189067,0.014656544,0.06878269,0.0,0.0,0.0,5.475294,1.7668617,0.023055077,0.0,0.0,7.456072,0.0,1.3768964,0.0,6.0285714285714285,75.07671506453016,0.4442614936843239,12.381970914046628,222.1953811449066,11.558238269480947,0.8570384551932028,1.839174509407166,0.4257580750762904,0.422204785422663,0.236982152010001,0.7137275370199505,0.6831545850907331,0.7705479452054794,0.5580250765843296,0.546978348074343,0.555469088813405,2.875586413961344,0.4459261216314574,0.928375010581387,1.93682465636342,0.8296615485298597
86,0.0,0.3005029,0.0,0.25327265,0.9539794,10.608424,0.0,0.0,1.3635964,0.0,0.0,0.0,9.381949,3.9750624,2.9587486,0.0,0.0,0.0,0.0,2.858088,1.5540078,0.0,0.0,0.0,6.6026134,0.0,0.7685752,0.0,6.636363636363637,31.84981632383593,0.4033861338227171,0.6659559690523491,10.371323818601027,0.4384582077442733,0.7287528393351863,0.1092051702063968,0.0306234050309879,0.190266989125202,0.1771055237249307,0.5434689025754181,0.6315788039872842,0.5246913580246914,0.4616161641412604,-1.074766455390114,0.5229913988244292,2.2819692120103645,0.3064939401286434,0.901067274809997,1.1916576070185716,0.4931208112535182
87,0.0,2.332677,0.0,2.587027,1.1937168,12.317439,0.0,0.0,3.5353565,0.0,0.0,0.0,12.630739,2.9808388,3.3180106,0.0,1.6500347,0.0,2.2944226,1.1777033,0.14230967,0.59222865,0.0,0.0,6.0644054,0.0,0.37862593,0.0,9.0,54.62611157863722,0.4059990595237354,1.1239498623286082,21.100745594448696,0.8969151582535118,0.9069177644937064,-0.018533515653266,0.0141202575266015,0.1891278411768411,0.1874050919375354,0.6606121798970956,0.5825108925576286,0.4739884393063583,0.4890086917156731,-0.3291508391363585,0.5530292718140711,2.430351832670654,0.6704491772144234,0.9165388277292408,1.167418567105236,0.5266447202691104
88,6.538018,8.304594,1.9343865,7.4564667,8.597891,21.27199,2.9645634,2.3564172,11.416808,3.304337,6.423724,5.978171,16.351072,4.8474555,5.9013166,0.49035233,6.703961,2.2835078,0.0,6.2560315,5.582468,0.62674284,0.94628966,0.0,7.1735306,0.0,0.22623172,0.0,13.825396825396826,136.86739119188724,0.4876000495651466,10.654655300065611,364.0568541790181,7.932272333162037,0.8924235807072342,0.6685233081999646,0.1736343020375818,0.3362879585297531,0.3030018756131153,0.6448731603811482,0.6237352074806222,0.8755186721991701,0.5944665195980097,0.290318341224541,0.5820612164419239,2.739295122329161,0.3545684776808294,0.9098583759856168,0.7247246812499366,0.6264956482935209
89,0.0045354366,0.6759379,0.0,0.0,0.05743313,13.216878,0.3678642,2.4721408,6.5831513,1.6565069,2.9653952,3.2590857,10.88459,0.93423283,1.9931743,0.88234264,1.9057661,0.14989614,0.18514276,2.1688824,2.3884888,0.0,0.997295,0.7740812,7.47149,0.0,0.0,5.1260023,5.571428571428571,59.15627707664455,0.4054590884536242,9.157474763607969,428.5847928934915,5.987266370150053,0.9476871431020936,0.012332723183219,0.0775154228375261,0.2904198203878053,0.2421240994037818,0.7351972229497525,0.7049276223859668,0.7752525252525253,0.6687913045435206,0.2547138300912474,0.5980909528630622,2.534409754106724,0.3291874525265825,0.9380810898034684,1.7015464874613755,0.5406900722110387
90,0.0,3.0266178,0.0,1.0995873,8.485535,14.306855,0.7275465,0.95979965,3.002136,1.5576817,0.0,0.122113705,15.236865,1.5251812,7.835866,1.8381066,1.359089,1.8530226,6.628154,9.995142,5.423416,3.020197,0.0,0.0,7.7728224,0.0,0.0,0.0,6.809523809523809,129.5762071467178,0.4018854187706818,2.718472275464224,105.94668062858015,1.3110041092886489,0.9023760468427406,-0.035278887745827,0.0296297462237515,0.3279516687609818,0.215844874403466,0.6930978067813631,0.6815745061438969,0.5665362035225049,0.5902477035322131,0.0415488845551333,0.6088448209206763,2.3370200022211924,0.6026724031687447,0.9561692972673308,2.071715596861074,0.6711538376925323
91,0.0,6.968974,3.8211277,7.811229,8.620591,25.409424,2.5564618,9.979225,11.615737,4.085623,2.2671273,5.05777,13.666443,5.7802086,6.8898993,3.6070988,5.543932,2.3920617,5.173316,7.353651,3.19933,0.8534918,1.3148042,0.0,7.3864,0.26045394,1.2877612,0.0,7.5,80.1390415672936,0.4114975894735098,2.8329053804584965,586.4607445258391,11.569895558875702,0.9247623658627216,0.2809170800273418,0.0710442432742572,0.4058639853292221,0.3654017471244142,0.7115387289074604,0.7118403503465338,0.8416666666666667,0.684452862909185,0.3650080408116028,0.64517602686525,2.544722222222222,0.4046280072976205,0.929080701585728,1.1530299877176655,0.5238186663214706
92,0.0,3.676748,0.6135404,0.97568935,1.5018339,14.438169,1.465131,2.5080028,6.4349003,0.24209034,0.0,2.1774406,9.028974,6.1694465,1.4362926,0.88285583,2.6097908,1.4757226,0.83024526,1.3236822,3.7581046,0.0,3.464796,0.0037788749,7.113326,0.35196114,1.1690675,0.0,7.615384615384615,70.51229474832435,0.4338384755990134,6.020350352781608,208.04614334174804,2.425574953771984,0.8949797477336963,0.0207958525695604,0.0813168886342789,0.2945173251348408,0.2640367408091937,0.6994062494212435,0.6426433392817716,0.7150259067357513,0.6203918482353741,0.1001441892925705,0.590638563567458,2.566431313592311,0.3995311438656746,0.9315905517200956,1.5949517487145866,0.59499453766852
94,0.112577796,0.0,3.7937844,1.7799288,2.0895622,16.193453,0.0,1.9712466,4.853711,0.08416283,0.59065175,1.1844704,14.503337,0.7900671,1.1265705,0.0,0.69502556,4.8550158,8.5392065,0.0,0.8091757,0.0,2.2817612,0.0,3.0510645,1.4221046,0.41231728,0.0,3.5454545454545454,51.72614552062472,0.4569403948158641,5.762360483974262,47.51935914691632,2.4901603300922246,0.8349739021127038,0.1335321214484914,0.105616530884551,0.2368721623117555,0.1609978562408952,0.6718465518115941,0.6041408592226789,0.6264150943396226,0.4870185804364507,0.5288090217299242,0.4914957889999157,2.303538625845497,0.4726768524990047,0.9283415056274832,1.5623839616901822,0.6330683049645821
95,0.0,3.4986026,0.0,0.45054257,2.7252457,13.828182,0.15895867,0.0,5.375602,4.080906,0.0,5.802221,13.630237,0.49658287,1.1920674,0.0,5.01574,1.7743351,1.952599,2.6647425,0.89248466,1.4764218,2.5731883,0.0,5.760363,0.0,0.4502774,0.65194774,11.516129032258064,86.11520880584794,0.432839379014117,2.760243320062831,34.12236776917424,2.930183530305345,0.7808194020243735,0.0153646619007293,0.0659423949659492,0.3913246483923664,0.1950772865937576,0.5936554481786936,0.6762748415657319,0.5421412300683371,0.5018913505713001,-0.1798610176855628,0.4632458074093765,2.588021025212613,0.3331329022089653,0.9456747064119994,2.522980233943925,0.463002328654044
96,0.0,1.4718542,0.722944,0.4891132,3.199229,10.242521,0.0,1.4803818,5.9875674,0.1775819,0.0,0.54457283,10.509606,0.77294886,2.5818408,0.0,0.5565671,0.082802296,1.2983041,0.35167468,0.082505584,1.240525,0.0,0.0,8.649544,0.0,0.0,0.0,3.4,50.252243342413614,0.4345307620616239,4.212179465974251,27.2639656170545,1.7661251947712662,0.8227200208002119,-0.0443401477738735,0.1115066591593525,0.2665908051735701,0.1419376230669832,0.7236900077564927,0.5895342266428788,0.6175298804780877,0.505053738212509,0.0726654014972704,0.378440978681126,2.034443897715909,0.1725426466168456,0.9349291688923844,1.2000477401211809,0.51451830322577
98,0.0,0.5061363,0.74071217,0.15221012,1.043036,9.90853,0.3374866,0.0,3.090077,0.0,0.0,0.0,11.006703,0.0,0.324687,0.0,0.0,0.0,3.269593,0.0,0.34171355,0.0,0.7315986,0.0,6.09249,0.0,0.0,5.4270554,8.125,109.01237268525072,0.4365991822575437,0.2749058450514567,6.777029746936104,0.2974056668723939,0.9052887110987496,-0.0085777751983285,0.0073934550319502,0.1266116780713358,0.1266116780713359,0.564084235098594,0.6511546667836183,0.495176848874598,0.5010312244375297,0.3606114105518825,0.5718218949125106,2.255621840138129,0.2892326854782629,0.9227566802117226,0.8929294753977282,0.3824865565285404
100,2.7647383,9.680034,6.0071764,6.628892,14.495221,32.268734,5.4486265,3.8290906,9.251346,4.5015793,2.4861205,4.0433693,23.62061,6.8519344,3.770922,0.96455556,4.44637,3.2164803,13.461931,7.049014,8.440138,4.020673,2.3208265,1.7747011,9.810392,0.0,0.7083456,0.0,16.28767123287671,112.47400310085952,0.4860008097634976,16.273549427871743,582.5109627014742,11.346434602359192,0.9496384170989852,1.1098648544132566,0.4231029868926407,0.4115646253663273,0.3178364537075077,0.6859374362042379,0.7082060111557402,0.8562091503267973,0.5777417870141529,0.2554037879695262,0.5994390470010436,2.2565252680592938,0.4807997101681871,0.922674844635896,1.2769580620537528,0.467734535142105
101,0.0,2.9000747,0.0,0.16141784,1.8051314,16.367092,0.68131423,1.1418222,8.532437,0.5017735,0.0,0.0,10.520912,2.6702623,1.455518,0.0,1.6038712,0.0,0.0,7.725663,1.9768901,0.028555036,0.0,0.0,6.1458864,0.0,0.030595958,0.0,6.166666666666667,101.25727276911618,0.4468053173579062,6.291187248617099,348.2883321731589,5.944835650026614,0.9176377845013028,0.0492615309136821,0.0967441919170006,0.3121244024263036,0.2138827084383959,0.7676815640963561,0.7875109869656863,0.4840336134453781,0.5927525887739915,0.450685505591554,0.6313428278471618,2.4266082903749737,0.5912753970196702,0.9596597089218142,2.4312045417640027,0.7157416286621934
102,0.0,3.017681,0.6640316,3.0748272,0.5486965,10.508862,3.8937922,1.4101743,5.1009517,1.9250652,2.1367342,4.572274,11.8731985,0.0,3.6070035,0.67790574,3.115147,1.1508164,0.0,5.5437717,6.7392416,2.8311048,0.0,1.3132086,8.017249,0.0,0.39941192,0.0,14.291666666666666,133.45671500343605,0.4550008459278444,5.158554983010643,261.1364303331148,3.4758357013322674,0.9225041212516067,0.3026529362794303,0.0477195694832609,0.3270550231846994,0.2754925909831384,0.6592480398490743,0.6384177399441264,0.834375,0.5985810629254242,0.270241408783844,0.5990516386227196,2.686875,0.4368583534579711,0.9356973852977656,1.4244050907409265,0.424223500721718
103,0.0,2.01839,0.0,0.39986503,2.4780474,12.551704,0.0,0.0,2.7212808,0.0,0.0,0.9614601,10.248773,4.3709474,2.132652,0.0,0.0,0.0,0.7552252,2.5324683,2.3323915,0.3149017,0.0,0.0,5.6604476,0.0,0.8130268,0.0,7.133333333333334,60.51241458077486,0.3883905429107396,5.609424460923702,197.89613733895897,3.969546469429062,0.8762086273284404,0.0644110914677956,0.0462670460234013,0.2316357553708447,0.2282463971588455,0.7305156988983497,0.7363128442927519,0.6801007556675063,0.678457004895268,0.2239619112887068,0.687193270441346,2.976467079925638,0.4192957187104204,0.9516287642205972,2.9203857210164483,0.4455992273062127
104,0.0,3.2984235,0.0,2.014883,6.0249043,13.894471,0.60836667,2.6023889,6.854972,0.8329278,4.359559,1.8110347,13.099341,4.0314755,3.497029,1.8405931,2.8277998,0.0,0.9689715,9.759127,6.099102,0.7649677,0.0,0.05149311,8.290882,1.2986617,2.2716703,0.0,4.647058823529412,74.95325242724721,0.3886136638222099,4.61950476193182,322.3238899870682,5.194023576826216,0.8936825923893623,0.1480363963859919,0.0593764862878744,0.3216482833406433,0.2771693432147902,0.6708345725281537,0.7002739914619108,0.8239564428312159,0.6506388662191152,0.2242650079258661,0.6769026286334291,2.9162420413635,0.4367167775568962,0.933154555193879,1.4053130742288658,0.5577295685831115
105,0.0,4.9032516,1.4246359,7.4621534,11.356954,20.7766,1.8277241,9.706905,6.0300193,2.9893584,5.5095778,6.090652,14.541379,8.198177,6.96577,0.0,10.447072,0.4096403,0.0,8.693929,6.1125145,7.5103073,1.7721914,0.0,10.185171,0.0,1.0662994,0.0,14.486486486486486,124.6599386716547,0.4530177019262906,15.442777840642991,372.855230460868,6.980109671057739,0.9312847548927464,1.431438477155693,0.4308168786553908,0.4805029877979105,0.2979411757422007,0.6949367437883092,0.7250477156180428,0.8048128342245989,0.5482020836090756,0.1998612443191695,0.5457394323994107,2.570190740370042,0.4362500946923533,0.9278581616108,1.5568773104047675,0.4679147511288122
106,0.0,0.0,0.2603596,3.3148375,3.239754,14.504591,0.011243701,0.6974884,0.6458581,0.18242538,0.34985542,1.1812336,0.65614426,5.4923544,0.080775976,0.074249566,0.5079227,1.5235147,2.9624875,0.0,1.0849469,0.0,4.127701,0.800734,1.8269992,0.7300961,0.3641739,2.3918219,6.0,67.67092627533839,0.4311602932777805,0.1246315832754174,3.8183382331414553,0.1437874841189053,0.7523616176223895,0.0003148843886001,0.0144720293575452,0.1367429209788092,0.1367429209788089,0.5367960317169073,0.5554548698894143,0.6656346749226006,0.5132690487121383,-0.3391811401633888,0.4906342044692637,1.8478275455530104,0.1241451426783079,0.8717137057818981,0.1566991319787461,0.3442016535385355
107,0.0,6.7280293,3.656987,8.409574,9.470889,22.29037,3.184278,2.6779017,9.813959,2.7906942,4.6363573,9.070141,16.384665,7.268899,8.562939,1.7714763,7.2620406,1.8465958,2.1641648,12.01676,2.7439706,2.5012882,2.2159715,0.13774127,6.158675,1.1704872,0.23826772,0.0,14.26530612244898,115.17060726713014,0.4644693357572881,12.077715013394313,427.3038916628307,2.694353287478126,0.9060726871307744,0.2583742563417002,0.0541239958828885,0.2422587656011971,0.222155599024471,0.653452025114159,0.6409622888232367,0.8706099815157117,0.5938084859297048,0.2160339441512513,0.619382473353215,2.823196586044192,0.4849902080886437,0.9379106777495312,1.109303207599622,0.4940934604337405
108,0.0,4.147661,2.035535,0.6126381,3.892876,11.295939,0.0,0.46412432,2.036736,1.1078912,2.4117315,2.8607678,9.85888,7.501061,3.4565303,0.0,0.0,0.0,5.36201,0.721864,1.3761315,0.0,0.62199295,0.0,5.2719164,0.0,0.0,0.0,8.043478260869565,57.28905963664443,0.460168153673869,3.939271951917773,99.18522744078932,5.247048041253897,0.805759286096412,0.3529184204863839,0.1048318475173127,0.280245348089923,0.1996840388578217,0.6546907818728972,0.6372171439102066,0.774074074074074,0.533786729170552,0.1201539681278323,0.5728898826543102,2.5846913580246915,0.56170752834696,0.9150325029065,1.4667962369330416,0.6191194552870819
109,3.6832917,1.4673615,2.6625025,2.2015185,1.1672914,13.016565,0.5602027,1.7273635,8.597373,1.3744785,4.4265175,7.7376924,8.323876,4.2026744,5.449648,1.828532,6.4355392,2.5102298,4.109874,4.5589113,3.6266325,0.270288,0.17805135,0.94249815,6.250061,1.0162752,0.395382,0.0,8.772727272727273,84.22726885098976,0.4789026937385502,9.170872701284466,482.1266365329088,13.944988036367713,0.931762933173621,1.07408460486859,0.3094716275741964,0.3416528817150999,0.2730476664209949,0.6522722129995833,0.6850192200364456,0.8589211618257261,0.5858400411980057,0.3452874461180144,0.5730866043808351,1.950035295535545,0.4106928827841486,0.9125634433873816,0.78644283503945,0.7879621644738917
110,0.0,1.256124,2.032623,3.257763,4.50972,18.429676,0.17645396,1.8997105,4.7496767,2.0666733,0.0,1.326263,17.857609,2.7701106,8.283268,0.502196,8.461961,0.54445994,0.006711364,8.988655,4.9894123,4.179603,0.24158287,0.10834724,9.128287,0.0,0.0,3.3404226,7.842105263157895,57.93754127682994,0.403130661625834,8.025359863773222,142.41722011293896,2.2814756414186466,0.9206524084066164,0.1209190930580055,0.058789530961352,0.2599132920783856,0.2504003873238377,0.6645823018528516,0.6401640991959019,0.8248407643312102,0.5650020173200939,0.5201445034846637,0.5535832432098358,2.373524280903891,0.2269451861603602,0.931889651188806,1.8481357343440432,0.3637060846562817
111,0.0,1.5092747,4.3912983,1.3540448,7.7519703,12.386471,0.0,3.6322403,7.8897142,0.0,0.0,0.0,12.577226,0.0,0.40893817,0.0,0.0,0.15889978,1.0434759,2.41541,0.39921558,2.3525438,0.15293968,0.0,6.106577,0.0,0.0,0.0,6.111111111111111,62.11549265889608,0.4568486265260669,1.871960643308888,39.476083754627744,2.079100945700128,0.8029076135671658,-0.0504223015416183,0.0950199892281487,0.476194499935831,0.1807905313549974,0.6753091091284478,0.6009362145521897,0.6205673758865248,0.5025143151234176,-0.3418308442266392,0.4777188890175871,1.908052914843318,0.1642993313033483,0.916384195208802,1.638944568482092,0.6142615438218465
112,0.0,2.180588,0.49738336,0.0,0.08283627,11.251815,0.0,3.044372,0.0,0.81467545,1.9390068,0.0,14.770659,0.73041,0.5453222,0.0,1.3485872,1.0922096,0.16825855,0.28170013,0.0,0.0,0.0,0.0,0.7710266,0.0,0.0,6.596191,12.454545454545457,59.91514091571924,0.4752893460121491,0.3079505317680816,7.891925112713656,0.3217374317132258,0.6422610318798815,0.0575620155421026,0.019584528222704,0.1005202704626315,0.0377536167346993,0.5312775857859177,0.6307177331828681,0.7924528301886793,0.517706653533045,0.1399586705084756,0.6115512775489842,1.8109647561409756,0.2636521453170463,0.8873152270478977,-0.1135188955614777,0.3070065586278892
