Paziente,100,2047,326,717,951,2008,1976,1701,1331,1951,1836,591,847,1600,630,113,1657,1336,1181,1775,1891,1213,874,1275,1969,1596,974,157,wavelet-HH_glszm_GrayLevelNonUniformity,wavelet-HH_glrlm_RunLengthNonUniformity,wavelet-HH_glcm_InverseVariance,wavelet-LH_ngtdm_Strength,wavelet-LL_ngtdm_Strength,wavelet-HL_ngtdm_Strength,wavelet-LL_glcm_MCC,wavelet-HH_glcm_ClusterShade,wavelet-HH_ngtdm_Strength,wavelet-HH_glcm_MCC,wavelet-HH_glcm_Correlation,wavelet-LH_glcm_MCC,wavelet-HL_glcm_MCC,wavelet-LL_glszm_ZonePercentage,wavelet-LH_glcm_Correlation,wavelet-HH_firstorder_Skewness,wavelet-HL_glcm_Correlation,wavelet-HH_gldm_DependenceVariance,wavelet-HH_glszm_SmallAreaEmphasis,wavelet-LL_glcm_Idn,wavelet-LL_firstorder_Skewness,original_shape2D_Sphericity
178,0.06341541,0.0,3.5348418,0.7241216,4.605504,16.624868,0.087718636,0.0,5.9758286,0.15789115,0.0,0.31109524,8.739973,5.8564773,0.45446563,0.0,0.8668537,0.49128628,2.5224645,2.301311,3.9193876,0.0,1.5829812,2.496767,6.4404297,0.0,0.15665567,2.5222912,10.333333333333334,67.06635917933443,0.4338438274224755,0.9985310096049376,18.42765338416497,0.9981889869710548,0.8020338159769064,0.0636224219241793,0.0470056782732994,0.1813643888518726,0.141352630056062,0.5041106277988084,0.5412480848617125,0.6971428571428572,0.3721645069226045,0.2591061104207043,0.4783247258286973,2.195134693877552,0.2080080954241333,0.9057756309839822,0.8027738841072967,0.4352577574028461
182,0.0,9.146807,3.4893076,10.839762,7.7863903,25.414059,3.959971,7.2736177,6.652645,1.8226811,0.0,3.4592247,14.8152685,6.8916225,2.2983391,0.0,5.433975,1.0936213,12.259918,9.413183,4.8035336,2.5225816,1.6142951,0.3884924,8.187617,0.0,0.0,0.0,5.173913043478261,66.27018802674576,0.4145929271120533,7.7809137474888574,799.145226618452,7.041310095765672,0.9351062110811658,-0.0098770107621759,0.2367793469908029,0.4933024870258064,0.2712064839199016,0.7070417138792513,0.721542477230652,0.8158567774936062,0.6602468989113164,-0.010852596244411,0.6645164256840306,2.716007875406362,0.3597991510948426,0.9367973483275608,1.8224117211136464,0.694627285537762
183,0.0,3.1752174,4.513199,4.6744494,0.0,15.215334,0.6763886,1.7206472,6.460307,3.3958316,2.5767682,4.2488747,10.296341,6.8603053,1.7150738,1.5840125,6.7883224,0.0,4.1665993,3.1267195,3.234227,1.172817,0.0,1.2165358,5.7614303,0.0,0.34412053,0.0,10.06122448979592,108.9169553353955,0.4858862827896897,5.021092334514624,348.93575708837244,10.7846796985398,0.8926882299283287,-0.1006236349877143,0.214740545294635,0.3408046375026112,0.2462946232301425,0.6171886055545703,0.7231182892784511,0.8388888888888889,0.5685172893092538,-0.1475746454489988,0.597111795683901,2.2541666666666664,0.393359533518988,0.916096252918958,1.0046436685309557,0.6148241110390086
188,0.0,2.2427447,1.4189537,0.11479652,4.1469126,12.612977,0.0,0.20947081,4.558046,0.0,0.0,2.3150687,8.213393,3.696909,1.3258064,0.0,0.0,0.0,0.8374531,3.0996575,5.539255,1.3187761,0.0,0.0,5.8087006,0.0,0.0,0.0,5.857142857142857,73.22787398568394,0.4774097731857942,7.175108088294156,82.99906868054575,2.152791956514041,0.8170845143986685,-0.049689825171396,0.0806989937471531,0.290038824788171,0.1306341132633675,0.7022829424603512,0.5675963274253788,0.6402439024390244,0.4397489468927428,0.0934721824196086,0.5060673032085327,2.1235499702558003,0.435779864609409,0.921036628393329,1.739693542555408,0.6664978768243955
189,0.0,1.6403952,0.0,0.0,3.5197737,7.5482693,0.0,0.0,7.4582253,0.33538377,0.0,0.0,10.243472,3.1425757,0.46559548,0.0,0.0,0.0,0.0,0.0,5.950923,0.018062353,0.7271899,0.0,4.2374516,0.0,0.0,0.0,5.266666666666667,68.7742755458151,0.4727368015410402,0.9467654671687676,25.364871274601548,1.9189895685013687,0.7722326364015392,-0.0512116544906599,0.0825494601563535,0.2663438493690476,0.0845843484333175,0.6965225689121746,0.7779573503793753,0.4983818770226537,0.4280653722844819,-0.4431776028907581,0.6065543148719565,1.9009855363894388,0.3402737417658746,0.925289177472407,1.901441598179784,0.5815331157259559
190,1.890986,8.400379,0.0,0.7396348,1.1341352,12.75978,0.0,3.2674384,3.9051046,2.572103,1.7210784,1.2682571,11.247333,3.0244164,1.2157309,1.3713596,10.055655,0.80759275,1.6539285,0.0,2.1596904,0.0,2.6510072,0.0,3.713389,4.876246,0.0,10.347931,4.555555555555555,60.158770323318976,0.437851606644156,1.505233031135995,33.48563987124383,0.4430635113033742,0.8187534330177209,0.0308178024236239,0.0420356742755685,0.1295091052980227,0.1229533655242431,0.636311966760536,0.623470473623837,0.7401574803149606,0.5943371255361077,0.5501327998614883,0.6150934978066902,2.341083348833364,0.3055623831593795,0.9136664552799132,0.7154935118424119,0.8359817796961427
193,0.0,1.4285967,0.0,1.1916641,2.5685253,14.799422,3.0317492,6.8828096,9.458437,2.9813342,0.0,0.91109705,11.600469,1.6860029,3.6601503,4.5346656,3.9772725,0.0,2.4580083,5.6754227,5.654807,0.022531629,1.1144444,0.0,7.885169,0.0,0.0,0.0,4.804878048780488,64.27527287888265,0.4215894200705294,56.96464757559182,343.5768468388282,45.15360370745808,0.8815632624359262,23.077748449493956,3.912594941959559,0.7094509352374241,0.1989687087002353,0.8593942462639563,0.8417910238131635,0.7796610169491526,0.4083897813886691,0.8294174424513999,0.4499442633681987,2.6877972485556514,0.6380782662716111,0.9451985646925064,3.441636002236588,0.5704907815137793
197,0.0,3.4210017,2.184365,3.501665,2.9155734,13.666013,1.9658828,0.7029778,1.7075086,3.0958338,2.699134,1.5711839,7.955039,2.3727884,0.0,0.071154654,5.9967036,1.9645338,2.5549138,0.0,1.81316,0.0,11.295325,0.0,0.7345481,3.0996919,0.0,2.3123875,3.0,39.7751568894542,0.4230183345429851,0.7467843501345857,14.267062287000137,0.6549912780469965,0.7927017121940827,-0.0572719068338486,0.0695105873359416,0.2914912078795997,0.1425460159797674,0.6398504294828584,0.6253096136956774,0.4267782426778242,0.4240112130491099,-0.9077043455495124,0.4703181933741691,1.7203830465152918,0.0626431472895836,0.9341929142335794,1.3240836904491808,0.8136391844448153
199,0.0,0.8192799,0.0,0.13778174,2.6473472,15.881344,0.0,1.2881396,9.136265,0.71676266,0.0,3.2137685,2.8631516,3.533543,1.4129016,0.0,1.2790754,1.3518255,0.0,0.0,11.163934,0.0,0.0,0.0,0.25109005,0.35184598,0.0,0.0,9.11111111111111,67.64424223437382,0.5276971274339696,0.1770337640683619,45.6595116636125,0.1801689083515796,0.981159453063144,0.0195655773146582,0.0184151969220313,0.3044274650354487,-0.0585424597765811,0.4949091229315786,0.5428627762262213,0.455,0.370874181222979,0.1980755210352774,0.5050503106842604,1.2856,0.1221663703440465,0.9441995274245304,0.208647794532052,0.3170441096253723
200,0.0,3.1712778,0.0,0.0,0.78236985,16.660416,0.0,6.6595454,6.4762936,3.1291938,0.0,0.49126077,13.306335,1.6900076,0.9381273,0.0,0.7631143,0.0,0.11086011,7.2226915,6.2751713,0.42995334,0.0,0.6916173,7.11899,0.0,0.461446,0.0,8.473684210526315,87.83129954514322,0.451987011330251,5.581481572924328,186.5592435496985,15.368195893077452,0.8691109336787757,0.3709529907853095,0.2383994696611246,0.3958658558282191,0.2671044148624534,0.60827097270702,0.6856973981805574,0.7917888563049853,0.5140402663473997,0.2094788883839374,0.5232034601384302,2.3304925138242707,0.3625165802812433,0.914706097809751,1.5242139890465285,0.6295363290977175
205,0.0,2.296222,0.0,0.014291167,0.0,15.055851,0.06366122,1.7675909,4.812681,2.6194,1.0913067,2.617638,12.528375,3.3350377,6.341366,0.28627485,2.1662207,2.0625024,0.50809073,5.4451675,2.852682,1.7095788,0.0,0.0,9.664357,0.0,1.7403734,0.0,4.866666666666666,86.28147009124665,0.4510511474961725,3.172339394270902,266.695842081806,4.560002953489343,0.9018142956361492,0.0289439650830928,0.0569021250415277,0.2337656133225235,0.1380327697608842,0.7243239328215292,0.6976543937570032,0.820675105485232,0.6831822550369855,-0.1029607886118497,0.6716964820553513,2.58462853175239,0.2501958165980819,0.9267215372057148,1.297552942308687,0.5318247068655966
