Paziente,234,23,101,450,479,331,46,165,128,77,416,50,510,86,60,305,105,206,439,400,102,94,wavelet-HL_firstorder_Mean,wavelet-HH_firstorder_Kurtosis,wavelet-LH_firstorder_Mean,original_shape2D_MinorAxisLength,wavelet-HH_glszm_GrayLevelNonUniformity,wavelet-HL_firstorder_Median,wavelet-LL_glszm_LargeAreaLowGrayLevelEmphasis,wavelet-LL_glszm_GrayLevelNonUniformity
111,13.509266,18.040375,0.0,12.053118,39.358948,0.0,0.24170958,0.0,33.2186,4.144809,9.225169,0.0,29.00276,18.953297,45.81903,4.8814034,5.792254,10.880912,35.79755,26.72444,7.533923,56.68977,1.33573606431725,5.860165583592817,5.7135521663074025,18.396209149095384,6.111111111111111,3.0360655210390703,0.2031642182246497,8.28
112,0.0,1.6285617,0.0,44.997322,21.983738,3.7103772,12.574259,0.0,4.5858946,6.9855375,0.0,0.0,25.877728,13.580711,19.261497,23.795155,22.714264,16.938738,23.613958,63.4134,6.940353,31.627163,6.442691254162774,3.946570642059704,-0.8451639595775502,21.47137232993813,12.454545454545457,3.036984100061932,0.0148994017075084,9.071428571428571
113,0.0,2.4093359,0.0,80.92857,43.693474,0.0,35.65021,0.0,4.5737414,24.219473,22.61106,0.0,21.907463,41.230816,33.562317,165.22856,14.452094,42.669476,41.402412,19.626698,0.0,43.189598,3.085904802316964,8.060499976445206,15.637917174195342,20.09616351618313,7.486486486486487,4.501004752609155,0.0689923293443658,5.748387096774193
114,7.907964,0.0,0.0,18.149597,17.336006,25.761791,4.21104,0.0,0.0,22.700228,3.1782331,0.0,30.703117,19.331923,11.8348,19.96565,33.32522,16.992992,26.681522,38.895294,0.5369135,17.364096,8.762594474985903,3.9920019369203192,14.045718801352832,19.942587785655803,6.0,6.633030019715998,0.0543053795558785,6.074380165289257
115,7.6509585,13.138249,0.0,137.34833,78.78744,0.0,79.37811,0.0,11.159751,5.1302567,24.456676,14.987899,44.211983,77.82481,33.297596,200.20099,49.68991,72.14205,55.421368,97.894394,0.0,48.633934,-1.02001864142356,11.81393706174959,1.149536199106077,28.18359668985008,7.923076923076923,0.6562572070963117,0.176073662015289,8.820289855072463
116,0.0,0.48131555,0.0,45.632843,84.909515,17.143,72.776695,0.0,0.0,53.207653,108.871925,13.309453,43.795094,14.885237,0.0,18.234123,17.730642,19.559198,26.353203,16.956917,44.02515,24.364578,4.489780694139571,4.982418289483911,6.902924636117495,22.70372923644438,8.8125,4.73677153770744,0.0386453614442586,5.326315789473684
117,0.0,0.0,0.60969275,26.27257,34.788948,0.0,41.97432,0.0,6.0962586,8.025947,21.76462,5.224326,51.87137,77.05204,9.270389,57.97711,45.90022,11.999355,12.420871,65.53836,0.0,16.28534,-0.6338382116616527,5.204913328608125,2.2659829235321567,21.90583330812241,7.714285714285714,0.6633262295468714,0.0647770966112726,7.074380165289257
118,69.7947,119.68377,0.0,65.75875,76.41521,119.99002,130.12486,41.846,53.657703,176.73982,164.72781,0.0,65.67666,104.49397,75.98684,163.84444,10.977837,115.59112,197.07278,175.43767,21.861214,124.68152,-9.428362546759232,4.8511012828672815,-5.490278536947322,22.21486275762429,11.142857142857142,6.7573927791945145,0.0041414478903566,4.18
119,1.2278512,5.938568,0.0,1.7729963,32.14804,0.0,0.0,0.0,16.25313,6.567484,0.9282467,0.0,23.291082,0.24448559,51.00972,10.243552,57.115475,28.46388,38.489193,30.905098,12.807926,37.263195,0.1588542037797326,4.320588034434838,2.3672887804467315,21.20474211564853,6.8,1.6068595701155464,0.0745302255219271,9.977777777777778
120,0.0,0.0,26.166187,196.21408,153.4268,0.0,101.95929,54.569862,18.668888,75.65301,57.961605,8.515129,47.261322,74.165215,95.55419,161.47601,0.0,123.38034,100.82619,180.88809,38.47752,109.71477,-1.3356899267110796,8.779302199728164,-2.3410288604103124,27.914782809406933,10.0,2.4319638992526253,0.1032480484486894,7.075757575757576
123,5.985459,11.015565,3.004346,27.325426,26.055164,0.0,38.71973,13.787976,6.738374,44.235207,19.085135,15.055135,37.980686,44.685993,13.732491,55.28295,60.45439,52.065742,41.317608,11.353967,42.108894,20.05136,0.9489665885875486,4.63752842840243,1.8268912372475523,19.881513586152188,11.095238095238097,1.1839455410684314,0.479184774836668,12.38860103626943
124,21.448984,4.9847093,26.625578,40.309628,20.54826,20.383757,21.712118,0.0,16.96094,32.34295,43.037777,20.51932,27.846308,21.093096,67.665695,85.43205,18.964727,26.200861,46.72451,50.172287,0.0,42.73334,1.202778271526239,4.1568136580798685,0.889314542341116,25.55450168542204,6.684210526315789,3.630861616534984,0.0702333252682999,13.344262295081966
126,0.0,12.355538,2.9655695,45.903183,50.682846,14.447204,44.11359,0.0,0.4847981,8.0609,20.828524,0.3070705,77.04337,28.052223,73.63274,85.08761,1.0596867,19.213837,115.75331,96.24693,24.618196,45.082016,2.242719539013642,5.670871347177687,-1.4208066874932035,16.35120308224549,6.0,10.856390193696711,0.070514024405106,4.696969696969697
127,0.0,0.0,13.498285,47.782722,59.205956,48.69905,49.49178,0.0,1.2674012,38.516846,61.091846,0.0,117.02331,0.0,119.66533,98.79581,0.0,25.768034,0.0,336.9392,0.0,37.6663,-8.433850157385942,4.125550823978918,-5.921642346100155,22.99341110167988,6.6923076923076925,6.7644670787758665,0.0271328317053815,5.200542005420054
128,0.0,8.334271,0.0,88.8127,111.89283,52.921806,89.01673,0.0,13.639161,34.19047,105.5991,3.9768846,81.94891,44.582687,28.44312,85.66079,36.293217,0.0,24.013481,298.90054,0.0,121.1245,-1.196381734521616,5.552813524354343,-0.0591389972005314,28.46002474430153,12.23076923076923,4.640977756051193,0.1119575240011657,7.9156626506024095
129,0.0,16.685364,27.91004,82.72394,35.099678,22.82756,60.722492,0.0,57.710224,10.068622,46.606815,0.0,67.90392,62.76124,41.69334,152.91756,0.0,25.276255,29.236189,117.03178,0.0,79.6096,-3.911953148356045,3.5347652841153256,-3.640763894825018,22.170774625908454,7.857142857142857,8.6575793336885,0.0529846007419274,4.739130434782608
133,42.17626,100.40932,0.0,11.652596,22.042946,16.836374,71.840164,55.45706,16.685078,12.416845,113.67393,11.799726,30.87494,45.315018,34.3128,48.23575,63.423706,29.90588,98.50717,36.43022,72.308136,65.996605,-1.640494715886102,6.228501450810037,-2.0866594484499026,23.141900708996094,12.78181818181818,4.512045230770363,0.1291313795611065,7.547112462006079
135,0.0,4.603151,0.0,39.738068,34.49327,5.4164953,30.997175,0.0,10.200027,9.792975,48.797695,0.8180251,54.58537,20.119465,63.618362,47.1884,21.212822,60.163795,51.08941,93.01536,0.0,24.242239,-2.1719380368233567,9.241144872946192,-0.8052992783557958,15.282480794391269,6.411764705882353,3.2355611264705395,0.0468974240829812,4.446808510638298
136,18.4756,15.1369705,0.0,18.74775,13.768928,38.39031,35.494713,0.0,0.0,0.0,13.163249,12.049913,44.92275,24.671974,52.94817,74.80453,23.586998,21.79741,64.724106,35.846493,15.261917,111.2431,3.2049484207962173,6.858373239927658,2.857800816436664,21.15188793443563,11.588235294117649,3.084768059531532,0.1425243830486506,14.103703703703705
137,30.754177,6.362975,0.0,50.617928,23.173107,4.5157437,46.664776,0.0,0.0,30.993393,9.278112,35.89041,20.953737,58.16208,33.363415,113.778885,0.0,17.402676,71.13361,44.869244,0.0,96.84146,6.402799298486056,5.146251763635872,4.378058096275266,22.090363989880103,6.25,3.784888079413461,1.981312718096477,7.044444444444444
138,4.0017757,0.0,0.0,6.9865994,12.716453,0.0,5.8776603,0.0,0.0,9.536964,18.900833,0.0,15.1790285,5.1485767,0.0,8.1592245,31.125534,2.7505422,8.7557745,18.927002,0.0,6.9555416,7.557152794615491,3.1615012152090425,6.918996573694561,22.30781349926257,6.538461538461538,6.97379493211772,0.0603677233459734,6.245901639344262
139,6.1371703,0.0,0.0,3.8668768,27.811993,20.314226,0.4769546,0.0,8.731466,8.136247,0.54155695,0.0,31.809412,8.898023,38.154602,19.68342,30.202595,6.341763,16.049793,14.610582,4.075361,21.474775,0.3952006189904429,9.223669989515352,1.3751599671773302,22.269493510715268,4.764705882352941,0.9440408533565264,0.9269716987571884,8.668639053254438
141,0.0,0.0,0.0,28.928932,13.97999,17.764942,7.2180085,18.955921,15.109937,3.976141,80.078735,0.0,31.625397,2.9722638,83.64424,49.399666,9.165916,0.0,28.276983,0.67934537,3.2935913,18.90082,-8.61203461472866,4.564523192987329,-3.0650789942536654,20.083433901704414,9.153846153846152,2.438969645958004,0.0116381964697538,5.183783783783784
142,22.552591,0.0,0.0,38.009167,36.84837,10.46985,25.535086,0.0,37.216652,11.149251,6.597654,26.30395,19.441671,56.33043,146.65788,113.17917,48.25443,0.0,58.66216,104.73072,0.0,64.0247,0.6160841172335975,4.538917880239991,1.3071517220835702,19.1868871040376,5.521739130434782,2.104759719810453,0.0244044235649796,6.57258064516129
144,10.6297,18.23448,1.4971948,42.846287,16.845612,0.0,2.2111285,0.0,7.652677,7.2873,3.1431127,27.90721,20.678823,20.819515,48.883476,92.69471,12.908187,14.696593,57.16338,38.192814,0.0,35.91868,-0.1208513322918344,4.45680377486642,-0.2638758812681046,19.54527458526216,4.333333333333333,1.977164840944607,0.5206377725603598,6.617021276595745
146,3.8358977,0.60756415,6.0940876,66.58686,20.54268,34.48231,28.777103,0.0,35.13726,17.384544,22.77042,0.0,13.447401,43.202095,63.43715,109.01353,33.26767,25.080513,74.66214,40.830868,27.90545,30.65006,-1.1942922835581895,5.0184789054331045,-1.211824730481696,15.636587704581542,6.153846153846154,8.206631672734881,0.0906245595604067,4.810526315789474
147,63.074467,0.0,0.0,52.874165,63.708633,27.109882,29.871174,7.7832565,0.0,16.620182,56.553963,0.0,51.49435,63.257175,17.288282,79.7342,43.173634,8.887933,81.16432,111.7094,0.0,7.639214,0.8520424668412827,5.97163318744221,6.398427789646505,18.321432121908693,4.789473684210527,-0.4873519457936319,0.0554756413098062,5.623529411764705
149,18.844658,0.0,0.0,26.247461,16.820786,0.0,13.003944,0.0,19.763542,0.0,44.129032,0.23913455,11.844189,21.780607,47.947742,35.209423,39.113876,15.542933,46.86845,26.632574,0.0,29.175745,0.4073762562541442,3.570470467131784,3.1851275945954365,23.42163398256195,5.545454545454546,1.845674608184224,0.3137721778338775,16.26618705035971
150,27.784513,28.132893,11.729704,27.346872,51.491142,12.738994,47.60697,18.12135,0.0,57.079338,21.709368,24.650688,246.96048,99.42076,130.03275,188.75208,28.377642,21.11933,50.14363,29.126099,0.0,40.13565,-2.513320039456885,10.215582595923372,0.8310866498114707,27.420618288014094,9.054054054054054,-0.9641816513973646,0.0035863580949993,7.995670995670996
153,0.0,36.947033,6.2207103,123.451775,86.86102,56.116524,73.7258,8.545318,0.0,43.124336,123.93042,68.919014,102.06439,72.6926,30.72448,234.72017,0.0,67.493256,33.49594,112.43096,5.621258,102.505775,-3.1712646869911745,4.915466957115967,-2.207180586884172,22.690401386235425,10.923076923076923,4.58421937477886,0.0432967947212935,6.080459770114943
155,0.94503784,6.663459,0.0,171.26569,78.50765,43.344193,152.49419,20.040293,46.297882,29.792402,218.27177,211.15724,102.01377,111.5726,122.77419,189.35219,10.350982,109.724434,186.59386,16.690441,8.235936,196.99406,-1.4783447506447642,6.417923418973177,-1.0384198833771086,27.010664596765693,6.8125,2.119611277971038,0.0167560460466662,7.1791767554479415
158,0.0,0.0,0.4358105,68.77678,34.032497,20.656559,61.8564,0.0,51.880203,31.272276,73.45113,3.1243167,27.187298,45.168728,60.47281,137.65388,21.594685,29.107817,125.01488,7.9510875,0.5515308,53.766777,9.167383143655636,7.4120583300206,9.521446972712598,17.28084446950666,8.44,0.9122753394115536,0.0664350403641815,5.230769230769231
159,9.879655,2.0580738,0.0,23.293987,20.38915,0.0,12.600408,0.0,11.874168,25.048296,17.385368,22.965172,27.053545,10.817752,32.260788,36.34619,8.750955,13.911912,31.137259,58.503464,0.0,19.19167,2.2733063338448445,6.367626627914602,0.2593665967902073,19.74048274756093,6.8,4.303190613778423,0.3805262249033861,8.426966292134832
161,0.0,0.0,3.1960669,66.46406,150.46935,0.0,74.124306,19.067667,0.0,30.257534,91.864555,96.833694,14.043462,62.111588,0.0,96.12919,27.307203,0.0,13.040827,14.35553,28.061121,27.465498,0.9644691331783296,26.687182083522405,2.594211611524638,20.087658538922813,10.466666666666669,2.1671800999071587,0.1978414785417192,10.275
163,0.0,0.02917552,2.587582,96.00017,183.44731,0.0,58.51937,0.0,0.0,13.534292,55.166862,26.45604,70.90564,103.58101,0.0,111.13877,4.8863397,0.0,117.29083,220.31064,3.5324342,106.36444,4.024714186803169,4.127413462541994,-12.713723291478122,21.79756337855961,7.829268292682927,10.845801843362567,0.09079916607151,4.758139534883721
166,0.0,17.870014,10.012057,130.69965,102.407005,0.0,114.07394,57.150635,21.277927,29.342047,60.370335,7.373792,99.747345,78.17031,49.10563,50.770367,16.864126,20.289383,61.03917,57.012314,73.91356,95.15139,3.397316572214047,4.839187481464829,3.115195858836265,32.03491753299226,13.097560975609756,6.070836980084903,0.0587223434842787,7.963855421686747
168,23.310177,0.0,2.2410915,24.64936,15.409538,0.0,4.6118317,0.0,0.0,4.0106125,22.686674,0.0,19.110233,37.154,9.462785,20.552485,35.39174,0.0,48.85612,37.708466,7.953523,9.164074,-1.1080909607815284,8.406156618726506,0.9957452336447729,20.36944708071994,5.384615384615385,2.2765469278280657,0.024072571658477,6.193548387096774
169,19.813591,20.34125,0.0,26.415945,26.57348,14.892984,26.900467,0.0,20.54959,17.929308,26.69642,9.7208395,21.497757,45.941563,87.089096,70.89308,15.614724,17.711674,42.5939,139.39711,0.0,24.715256,-1.2292295971262963,6.2090711159959415,0.8243828498244631,23.2884094585883,8.333333333333334,1.4476757262522535,0.0310773467379189,10.16
170,4.882023,0.7469958,13.674105,93.35644,26.558893,3.0846226,79.84801,32.794693,29.115921,28.656034,103.55963,20.986986,56.76672,49.995102,53.441956,159.24083,2.2806368,43.541138,70.548195,38.181664,0.0,122.247955,1.098095656455996,6.024108285266029,-4.310474965710674,25.0861638576997,11.862745098039216,8.678137379528994,0.0711456754012464,6.754838709677419
171,7.544555,14.671122,0.0,4.2881866,28.652325,9.155094,21.266874,0.9562437,9.240929,24.781727,71.224014,9.714022,25.38308,31.23435,47.8501,39.578484,40.58597,14.668353,52.547268,8.564448,8.263882,10.666818,4.752515776529332,5.166595409498151,5.59632856719927,29.968728789769187,9.736842105263158,2.6406317246049458,0.0376164979869287,9.79591836734694
175,15.74527,0.0,0.0,113.18203,39.186317,76.56447,57.002518,15.3257265,0.0,25.149101,154.05841,32.95364,34.671204,123.98102,63.521366,250.75241,27.465418,48.12132,107.03554,336.74915,0.0,30.836266,10.416312100320576,5.068968601398258,10.826321800739333,23.414147120942783,12.404255319148936,7.8982615741913635,0.0328139536223778,4.306306306306307
176,0.0,20.667921,0.0,57.214664,126.67081,0.0,51.334507,0.0,0.0,1.0244979,15.765846,0.0,54.16587,56.219784,14.640126,133.23323,2.6207268,43.28278,48.25765,74.503235,0.0,71.06001,-0.010751509654242,4.843538855479659,1.5694967211145858,23.317192900389625,7.758620689655173,4.072380003832654,0.6655113999824087,9.006849315068493
178,13.640787,4.9620805,12.247185,40.883186,11.592252,9.040842,26.477343,0.0,0.0,4.3371115,34.39132,7.7438493,19.451706,19.9596,45.162292,29.815016,25.879126,25.412806,76.26448,53.21096,7.6101522,83.317726,3.4502535422343485,5.159410360455414,3.453441640101962,24.286574663585952,10.333333333333334,2.650793036664552,0.0431879695380392,9.344262295081966
182,0.0,19.15173,0.0,125.51013,66.01884,0.0,60.736282,0.0,43.76259,32.952843,10.778161,66.12708,33.9451,24.499565,210.80951,223.32404,0.0,36.316975,126.307106,142.5805,0.0,52.11375,-1.5553999545771848,5.955419713825073,0.007534859872066,19.52491872437881,5.173913043478261,6.876854748481633,0.05168883621322,5.658307210031348
183,0.0,0.0,0.0,71.12427,64.287735,39.274826,67.305,0.0,0.0,18.58079,98.92027,0.0,89.15528,26.08953,0.0,29.06825,0.0,0.0,56.324726,183.82439,35.9121,46.890984,-1.4707501205442537,3.730962692930389,-1.4596514843259436,22.022147494848685,10.06122448979592,5.13373794427528,0.0798008735205682,5.072847682119205
188,6.9914646,0.0,0.0,23.701012,28.199696,28.687582,6.9498897,0.0,33.57205,5.570834,14.603315,0.546345,15.839837,13.473272,87.04728,54.453747,10.011466,0.0,27.569586,71.095436,0.0,11.913667,-1.2113995879881096,6.10795203754855,-0.5464615554856413,21.65053555279269,5.857142857142857,2.455299193077622,0.7345203701295063,7.314285714285714
189,7.649326,5.644881,0.0,30.83209,6.0913997,5.660256,27.67955,0.0,0.0,7.2861023,0.24324542,0.6365802,31.45575,53.29564,2.8618968,19.499857,36.459755,22.129126,38.107216,70.53033,1.7336063,47.16645,8.768378211939154,7.680425207110078,2.534526602900278,19.90944118561458,5.266666666666667,2.025489624657275,1.8687336865552044,8.194805194805195
190,20.637354,0.0,10.233625,19.921972,27.093355,6.4120407,9.001647,0.0,0.27143207,10.02324,2.6840677,12.560444,50.67059,12.052225,48.459587,26.578396,15.74056,6.2607512,28.796318,55.710037,0.0,9.632446,-1.4913491129257266,4.384940636308971,-0.8829207254534582,20.908209366272374,4.555555555555555,3.017597675675906,0.1120080120257045,10.120567375886525
193,0.48004875,0.0,0.0,37.76812,35.00027,0.0,47.854176,0.0,0.0,5.429577,46.044403,23.091745,21.702093,61.528805,29.6089,134.06102,0.0,0.0,27.71965,78.45783,0.0,48.868553,2.169563270022644,13.507158947029016,4.1562553966909705,14.604543402161388,4.804878048780488,5.48934689617183,0.0173618503045932,5.507246376811594
197,0.0,22.58175,0.0,21.936882,13.980401,7.4848733,9.659109,0.0,0.0,12.929663,0.0,0.0,13.081439,10.579139,45.472565,58.76793,28.349752,11.732324,65.75758,49.60766,1.7834152,19.41945,-4.18321844505771,11.407591777802606,-0.584735224463637,16.75768430330364,3.0,-0.7306885415253951,0.2287949501070891,6.0
199,0.0,0.54628205,0.0,7.506507,5.420632,17.461794,12.144708,0.0,1.3911076,3.6391306,4.100937,0.0,27.75255,3.5016103,58.511486,28.186012,51.310413,17.962841,37.35831,34.073254,0.59418744,8.02749,1.882714726438377,3.19455243375722,-0.496469451573941,29.053487496466104,9.11111111111111,1.5152945186511029,0.439577841673757,5.175824175824176
200,25.30541,0.0,20.496675,153.14946,94.32399,41.61553,75.7866,0.0,11.62055,23.257772,61.109344,23.188618,19.546183,169.67513,65.948395,169.9159,23.80393,0.0,162.0445,78.01489,39.501698,69.68825,0.1320306690202527,3.480130000408915,2.757412567290226,20.796167769638657,8.473684210526315,8.415406217606614,0.086678612880783,6.4
205,27.747114,18.470465,0.0,97.09692,50.223938,117.280426,37.011745,21.760105,15.588264,18.56919,93.98566,18.35031,48.395874,77.98319,60.61858,161.40715,40.14409,4.875988,122.52665,168.00655,4.0634656,107.39023,-1.3438390605189623,4.968095966237006,-1.0211703980433464,20.176872442140645,4.866666666666666,6.322489899595374,0.0225244085653374,7.637532133676093
