Paziente,194,20,187,66,178,183,255,2023,wavelet-LH_gldm_DependenceVariance,wavelet-HL_gldm_DependenceVariance,wavelet-HL_glcm_Idn,wavelet-HL_glrlm_GrayLevelNonUniformity
54,0.41046828,0.11741203,1.0611953,0.054918416,0.39516175,0.32120955,0.6784687,0.24913618,4.024436755094195,4.350726643598616,0.94642861561911,61.95250471622135
56,0.054963246,0.31172925,0.713952,0.22157115,0.5862698,0.19307615,0.6587198,0.18970889,3.247907495814992,2.5262105524211047,0.923049349441564,39.40099735918172
57,0.1005242,0.42661268,0.5616951,0.27656525,0.5093665,0.050428286,0.35321406,0.2527226,4.567245180620724,5.585165922324608,0.9498850958631188,24.10777102432832
58,0.17979102,0.5026363,0.79505587,0.24430972,0.5018866,0.22896942,0.42384455,0.22150657,1.8552154195011337,2.287891156462585,0.9369170563227228,33.74801026292421
59,0.15772702,0.47684056,0.86539704,0.19800124,0.8979418,0.23006336,0.81460536,0.2478989,3.2401235173022256,4.821904715223997,0.9546133389380178,48.660075697796366
60,0.0,0.8247455,0.6562333,0.08667225,0.23017378,0.29481667,0.6344688,0.2292628,4.162078841958728,4.895881891737648,0.9451997602496632,53.2245233026687
61,0.16673198,0.6672542,0.8033672,0.011378251,0.46915877,0.22313464,0.45496097,0.33714554,3.0335683077338857,3.8350186928516736,0.938775693112606,50.62324372826803
62,0.2666136,0.98653924,0.9589314,0.20613407,0.87433374,0.055797234,0.65051365,0.15019909,3.714379105912514,4.186803396891524,0.9401022378722974,40.71155662775966
64,0.0,0.6695725,0.6855147,0.2333698,0.21568383,0.38567895,0.56751096,0.2667025,4.128813701973656,3.7865028265230256,0.9322202956951844,71.85878981104007
65,0.0,0.51017165,0.49899775,1.1460228,0.0,0.34349996,0.6727818,0.0,3.337819793836458,3.2115579768199543,0.9419478344340716,37.34695649646071
68,0.23363818,0.89670557,1.068952,0.3422289,0.5756642,0.09337713,0.5692972,0.31360468,1.914731613523474,1.4555359717993912,0.9227813697146388,21.60670221430609
69,0.11978707,0.55109626,0.97682506,0.27852982,0.33715934,0.20465496,0.53875244,0.23902282,3.986594458534353,4.145725672660705,0.9510561694592315,64.60498519925105
70,0.1812182,0.14541037,0.97083217,0.042174153,0.5465608,0.33172548,0.41593626,0.0,3.4982642146744234,3.678222931131544,0.9520855549071804,30.67742029810653
71,0.18452859,0.41734785,0.4741741,0.32322192,0.51526225,0.27989146,0.94416535,0.15216574,4.477230933962337,5.174975364871471,0.9686312152097456,48.70236727640415
74,0.20978923,0.2655322,0.36060283,0.82417005,0.0,0.47602218,0.26002666,0.0,2.595449175088611,2.0753087574055025,0.9073764609042364,39.3076168397047
75,0.087679625,0.779598,0.88484716,0.19749457,0.29340088,0.57799375,0.46215037,0.4126189,4.275497927516208,5.098582208523754,0.9487388398731184,56.70604563645827
76,0.0810013,0.48733926,1.0341368,0.43343246,0.0,0.54787546,0.3930588,0.0048425794,3.3822265928264583,3.583458413125615,0.9290697861252488,43.245008754686175
78,0.048796006,0.31904626,0.5396939,0.47188038,0.69940627,0.19137593,0.7419554,0.20205364,2.64764528400892,2.0508611157961805,0.9250708111693852,48.62082090122192
79,0.0,0.81141424,0.75934064,0.12781356,0.2147112,0.44271725,0.3774884,0.34502056,4.276668402499599,4.376972840890883,0.9541989947092804,64.8329261152096
81,0.13595961,0.23633239,0.51578116,0.2555616,0.4843459,0.40163004,0.625522,0.16310832,3.098348348348348,2.353096339582826,0.9256010528885532,38.124274310437904
82,0.20743744,0.3758942,0.7183802,0.29601204,0.90355134,0.08940163,0.71014094,0.26405284,3.204838630366012,1.979183399170614,0.8940564626118581,34.05449117223396
84,0.20731172,0.4085279,0.44015694,0.23463625,0.6162046,0.17191716,0.48037377,0.2690979,4.30454387790496,4.45379684228106,0.951381848997054,70.43229676891843
85,0.0,0.100785844,0.82920974,0.6295003,0.0,0.16339006,0.14958945,0.0,2.102458247325952,2.321542503283918,0.927854945273855,22.326042553094656
86,0.25675857,0.7974934,0.700936,0.3810442,0.718174,0.41060895,0.9680567,0.13982934,4.124218869074836,4.790123456790123,0.9315517716737416,24.02194598147496
87,0.22969693,0.21305123,0.95120865,0.31069142,0.32770622,0.2959115,0.6650301,0.32193348,3.958802499248221,5.044004143138761,0.9320575560782868,42.42320944706593
88,0.34499437,0.8064759,0.58303624,0.41115946,1.1508456,0.13840362,0.84153533,0.26567784,1.811211928169281,1.5948589039444911,0.9127742488291748,30.58394226255528
89,0.06455222,1.172322,0.7472489,0.53390473,0.37795287,0.39849615,0.49953476,0.3964096,3.431027446178961,2.534945413733293,0.92329829169295,35.42339118171775
90,0.1226018,0.8253254,1.0111827,0.0022039637,0.40570885,0.49536103,0.6973355,0.42238888,4.519525430739006,5.4490102289743065,0.946302503725752,95.25969797057957
91,0.14931181,0.87712026,1.0866064,0.16088873,0.30565917,0.34206367,0.7491945,0.3963444,2.9699826388888884,2.49984375,0.9307664092992488,29.87762524728318
92,0.0,0.8325973,0.5794849,0.613063,0.30558628,0.15970592,0.5278535,0.27593938,4.435716395071008,3.866251442991758,0.9270265819943746,36.980399884344514
94,0.0,0.40879256,0.79591185,0.43240035,0.52286303,0.10471959,0.4367036,0.15929455,4.382114631541474,4.023211107155571,0.9352647370364464,33.17476049350593
95,0.15895809,0.27855867,0.78835905,0.2098927,0.35414708,0.22537814,0.5293926,0.27582148,4.2262856668448165,3.094172404667888,0.950521734774424,62.25560982873925
96,0.12758487,0.24297737,0.74772954,0.17850184,0.57817626,0.11303049,0.46677098,0.21547565,3.8513039475563886,3.40604117394962,0.9268097512140208,38.9411225476651
98,0.0,0.5523227,0.44108778,0.35713643,0.6525804,0.28636262,0.642894,0.19904727,4.301878599270065,4.558741121369713,0.9465599526562524,84.53111301548832
100,0.3650024,0.59723806,1.1227248,0.3780126,0.58228356,0.18129727,0.6475966,0.23120728,1.5227049425434662,1.0115340253748557,0.9137475828746542,21.75216329793533
101,0.32542425,0.8189047,0.81560224,0.47305453,0.7176752,0.60210913,1.0166417,0.0196414,5.323335922604336,4.898580608714074,0.9573603600119128,61.13888576842714
102,0.11728928,0.56842935,0.5058122,0.23139317,0.469612,0.14654575,0.46068516,0.3018736,2.703818359375,2.063193359375,0.9279234775061423,57.96347836511717
103,0.09914309,0.50642735,0.38136724,0.8691708,0.45926136,0.6028682,0.78063583,0.0,3.307323820340209,4.771186924604559,0.9503616910461564,47.125688909970194
104,0.0,1.3274887,0.7308269,0.85774213,0.6658714,0.28079993,0.67312944,0.3358362,2.4280420683726343,2.6143326273628875,0.9237922133322596,40.21458619331042
105,0.51218605,0.71912074,1.022259,0.0,1.0640302,0.04367586,0.7628856,0.2548897,1.325173725299551,2.051016614715892,0.9186748336847896,28.27146596713302
106,0.08268011,0.3154431,0.69041187,0.27985454,0.25994486,0.42957085,0.62331855,0.19776812,3.225047685686626,3.79526306204411,0.9417859575240066,56.62170427640328
107,0.37057626,0.77346027,0.97890604,0.23513457,1.0235918,0.11379576,0.7618569,0.3529866,1.9634755928809864,2.076287835561584,0.9198244369149372,49.00996907375144
108,0.21156357,0.7806912,0.9008924,0.0,0.6666973,0.4165995,0.7460495,0.20578966,2.4460356652949247,2.363566529492456,0.9178227754243792,24.661868905023155
109,0.23302406,0.519509,0.79980373,0.31403196,0.5891364,0.08793825,0.64868057,0.10163531,1.64470308706806,2.053477040684561,0.9096282939995864,16.005110098666
110,0.07429783,1.0453691,1.04386,0.36297947,0.3684175,0.47439295,0.6259314,0.34025434,3.2603756744695525,1.8743153880481969,0.9194790719137048,39.37077302466598
111,0.05350192,0.5914269,0.79924995,0.14180084,0.4442138,0.1346059,0.62294185,0.2926198,3.618479955736633,3.2940998943715103,0.92565309205148,34.38902772233704
112,0.07442775,0.5404584,0.5289035,0.7365417,0.109965935,0.18337893,0.14073771,0.0,2.581701673193307,2.664115343538626,0.9134211889299776,38.000618858654576
113,0.28700906,0.85772556,0.75972074,0.24204813,0.7180676,0.10273969,0.9216976,0.16953674,1.273740959894806,2.7790664036817887,0.9444265902417532,25.415938822451057
114,0.037275773,0.7797612,0.56415266,0.1338871,0.32933974,0.45531213,0.42638656,0.3466201,2.3136795639836043,2.629521192739066,0.9130142898412128,21.79925625723702
115,0.06592494,0.42002094,1.1336093,0.32588005,0.38528687,0.4966731,0.8296523,0.28652224,5.363359951886131,4.521225233051556,0.9583009437730298,90.18145564921336
116,0.21428797,0.32368124,0.90603083,0.2054486,0.28087217,0.22076887,0.6945797,0.29229555,1.712294952819453,2.8416869452565603,0.9247004441280572,26.84611752151532
117,0.04336981,0.41897893,0.63125765,0.36335528,0.5015547,0.23520498,0.61965466,0.13890922,2.316080348602401,3.7119070393594784,0.9404863394112398,34.088811294799875
118,0.3232875,0.5601601,1.2171506,0.21470359,0.3044325,0.51008976,0.8721831,0.33100936,1.4947617888158429,1.154406298190082,0.9095131242562754,27.805932149354625
119,0.2609076,0.39354777,1.326989,0.35165453,0.13547753,0.29179925,0.56599617,0.0,3.2460651942953227,3.2354973298904524,0.9279042365600934,67.47692759453872
120,0.0,0.891056,0.77984005,0.1602261,0.3116176,0.37131262,0.720525,0.44034508,4.511907672746833,5.656065767953881,0.9519386593561298,37.45555286431835
123,0.2625305,0.40480417,1.0830182,0.16431728,0.55150944,0.40113306,0.6780406,0.20038354,3.5636212145489505,3.999897452331357,0.9290065926197156,78.22935376835613
124,0.21935691,0.6844432,0.8280682,0.3260191,0.9370853,0.08420436,0.5647217,0.3535591,3.1214002306210187,3.404533581883356,0.9300354432680874,59.639695336411165
126,0.015990919,0.6759153,0.87822384,0.307262,0.17349024,0.2349428,0.5913589,0.40502742,1.9604650327462552,2.073322876881264,0.919773387917155,21.51696668026769
127,0.14391725,0.39959788,0.7331597,0.0,0.012278482,0.40137827,0.6483735,0.23614499,1.391347493140285,1.3389566059504667,0.9014557392185506,28.63437622276442
128,0.06441949,0.77842253,1.1840237,0.10798839,0.0,0.9056971,0.9493091,0.2335163,4.266169314636336,3.754832565314656,0.9374326464364962,37.003685628790805
129,0.115110554,0.61190015,0.53679544,1.0343136,0.0,0.6131911,0.014609262,0.0,1.8175818925617369,1.9427274627489624,0.9139183834912218,29.617811285720663
133,0.030840857,0.42457354,0.6147345,0.38452566,0.64757735,0.19827922,0.76782596,0.23087189,4.565602216066482,4.6104199445983385,0.9409660228042704,37.95170095688415
135,0.3888262,0.50028455,1.1439121,0.0,0.6451894,0.07606214,0.4837654,0.37245753,2.579723865877712,1.949664694280079,0.9268286779157158,21.0907276564162
136,0.12069839,0.5095291,0.63040775,0.14455295,0.40591317,0.055009134,0.65180504,0.15653333,3.8250729125815335,4.2469426300819055,0.9479265735267066,65.13943507962802
137,0.15801443,0.73130095,0.78758836,0.21152614,0.68578625,0.24275523,0.68916404,0.31633273,4.165472910927456,4.315555555555555,0.9453177754080958,35.99663510307286
138,0.008687884,0.6480874,0.78418463,0.16633207,0.0,0.570272,0.8173804,0.3231885,2.684969957458006,3.7343098986886543,0.926599583268038,21.62294729603781
139,0.039760932,0.5576338,0.77475405,0.22401576,0.41194272,0.257392,0.6490247,0.2734011,4.718745866616059,4.343057927758513,0.9299717304479808,64.84038283911242
141,0.0,0.43801212,0.32954782,1.4810447,0.0,0.2826413,0.2287781,0.0,2.553593863651392,2.268465251603518,0.9256878797912846,24.67779597410008
142,0.31701654,0.3106258,0.55699426,0.119209886,0.7666687,0.14860018,0.70284367,0.3119656,2.2230859375,3.4262109375,0.9233714422280748,30.391766476036505
144,0.23984401,0.0,1.5189686,0.12779513,0.5208969,0.15879582,0.39095733,0.0,3.8149092970521536,4.303004535147393,0.932616837245578,36.86158984301891
146,0.09818274,0.6747574,0.94870293,0.31239468,0.50995564,0.24404085,0.6075301,0.18781239,5.063604293781889,3.835061848021923,0.9283822386074816,19.17548763453549
147,0.15045953,0.5107147,0.8503039,0.20284866,0.3654176,0.2602628,0.70210326,0.4246237,2.3159471108189056,2.5700197238658777,0.9247408098639522,29.44282812261181
149,0.55839396,0.26290902,1.2850082,0.0,0.045964256,0.5815389,0.6621703,0.0,3.657541246636483,3.891617025382271,0.9251747260465748,92.842387323095
150,0.10456674,0.59477144,0.6551956,0.0,0.20893253,0.5437155,0.675581,0.31042728,3.9414786427331694,4.909527193094853,0.9439781013400736,48.61884060342205
153,0.1332674,0.60859215,0.6578169,0.34445316,0.74762166,0.11773983,0.82710207,0.25974563,2.6764662955317866,2.222472425512396,0.9417176739534128,32.29199254513264
155,0.053537417,0.36028773,0.5715441,0.6035193,0.34849548,0.17026608,0.43083498,0.16060361,3.6737463849629313,4.267551724265948,0.9459062591711448,44.87152779511974
158,0.114584185,0.78725773,0.72506964,0.39211088,0.6886732,0.16201288,0.68024445,0.3909221,2.368851464485913,2.494891892547745,0.9221160792920744,23.286490009237816
159,0.15492836,0.5530013,0.5101088,0.24560286,0.38978487,0.0,0.55375004,0.0,4.956499606645379,3.9980100883890977,0.9436895358157616,41.21119693268243
161,0.0,0.9889793,0.75817543,0.3708474,0.5806242,0.26126063,0.42102447,0.33636072,3.416457142857144,3.9286204081632654,0.960774945315485,44.185592067290585
163,0.06562689,0.752629,0.8536952,0.37505555,0.5922922,0.18643208,0.46030846,0.29489204,1.5259108724052837,2.5058628086643764,0.9310741093945468,14.741283749980308
166,0.09441368,0.51038116,0.9876298,0.20528157,0.3105775,0.27132317,0.55883133,0.24511394,1.8269452581939185,2.554889812083414,0.9250690504201492,40.11070193767479
168,0.15948094,0.5522325,0.97496176,0.25705454,0.94617236,0.026019078,0.71213925,0.3825973,2.4445121411935813,3.3803913090476705,0.9334047196415576,25.69950139826444
169,0.27183738,0.075525835,1.0035299,0.7015065,0.0,0.15163693,0.045973033,0.0,3.572947850295286,3.641836247364559,0.9458761939723432,52.78076128354104
170,0.05451157,0.9367803,0.8148731,0.47417986,0.8325715,0.1512756,0.7149292,0.27255937,2.7400672509937967,2.97014083722614,0.9286822896890652,28.744193793608115
171,0.20495427,0.32619315,0.65687025,0.21813484,0.36617142,0.17519878,0.59658885,0.36781582,3.415712799167534,2.582206035379813,0.9314387292248076,52.92990494011488
175,0.4528525,0.47142923,1.251652,0.025042169,0.48171085,0.15549034,0.53294456,0.40409872,1.452972905945812,1.3212226424452846,0.9231662651059794,21.3154571967072
176,0.20475133,0.82743454,0.78484,0.30009687,0.82055354,0.06638711,0.6013944,0.31418505,5.763294982188891,4.44320668196814,0.9274414953206878,44.38237985024336
178,0.24363855,0.53392166,0.72513634,0.16911542,0.6073515,0.11121727,0.7450993,0.26302776,3.409795918367347,2.89505306122449,0.9181403690256086,48.44298726327928
182,0.13859203,0.45066595,0.71042895,0.33372152,0.7288109,0.15239653,0.5366292,0.2973388,2.702114716675061,2.3375435796469146,0.9200610321333408,28.635644039114204
183,0.19642375,0.6434076,0.95673263,0.30712926,0.6180485,0.21976167,0.645103,0.20391712,1.3339506172839506,2.2133024691358028,0.923303394123688,22.655401439854177
188,0.084535,0.7408972,0.9799387,0.09453525,0.3911404,0.29822886,0.64685357,0.36343756,4.368828078524688,5.01977989292088,0.9389637521118817,42.626107527737965
189,0.48020864,1.0774378,1.9410936,0.35437602,0.39481246,0.2090696,0.95233715,0.19631925,2.967857479498539,5.454362648066107,0.945243111046702,31.34702326401299
190,0.0,0.0,0.9994917,0.14972314,0.0,0.046221167,0.3154378,0.0,3.19421883288211,3.260641632394376,0.9135825204455318,53.4273289086259
193,0.22869831,0.49681634,0.6590049,0.24195297,0.7368489,0.3618225,0.66337657,0.20303354,2.638322321172077,2.90382712502793,0.955402661645782,18.2880381881084
197,0.0,0.48289305,0.59945315,0.31437582,0.3501792,0.30794966,0.6139531,0.19975433,2.878135886976769,4.088618896727999,0.936650778814614,38.56346682304627
199,0.183868,0.7293111,0.59231144,0.53259003,0.0,0.68722063,0.34072658,0.0,3.6879,2.3159,0.9063117730222991,44.27321878967414
200,0.21664691,0.5025602,0.6944551,0.0,0.4138493,0.37543476,0.35470477,0.18155009,1.6426931312940205,1.3412337355199906,0.9193763228460397,23.094319941743343
205,0.027260289,0.14325762,0.6831245,0.50498474,0.0,0.067990184,0.31071836,0.0,3.0013174526874256,3.912781071409496,0.9315694467858684,39.5720686535509
