Paziente,1700,101,856,807,1386,1500,1261,85,1199,944,120,116,1120,619,original_glszm_SmallAreaEmphasis,wavelet-LL_glszm_SmallAreaEmphasis,wavelet-LH_glszm_SmallAreaEmphasis,wavelet-HL_glszm_SmallAreaEmphasis
175,3.40413,16.324081,11.932578,7.120021,0.46843147,3.740191,4.9658966,1.5921121,0.48417175,0.77747756,1.8099685,1.8939638,3.8168764,4.9467883,0.8067526089625536,0.91747997997998,0.7406605000549593,0.6585837831778965
176,3.3705606,16.322216,11.9854,7.006667,0.41306233,3.7979202,4.9932647,1.5825734,0.47731316,0.834266,1.9051831,1.8409777,3.7895846,4.7600064,0.7789336232211947,0.8016075720162225,0.6383279766465106,0.6425758201094928
178,3.394652,16.323437,11.986459,7.0874166,0.41936266,3.885097,4.9988728,1.6055565,0.49604535,0.8307125,1.8002405,1.822536,3.8267355,4.7563148,0.6956938543974619,0.8340945975005059,0.4754387568768557,0.4911082977114279
182,3.4176297,16.326942,11.849913,7.121196,0.44261837,3.893776,5.0029926,1.6122551,0.49488723,0.8241971,1.8965344,1.8493245,3.7703686,4.790234,0.8292976537553797,0.888244052061786,0.6101789964482449,0.672499221224376
183,3.3652244,16.321978,11.770074,7.031578,0.4023069,3.8847528,4.969061,1.5710518,0.4818976,0.83483344,1.8909392,1.8490212,3.8530803,4.7766504,0.7940439106198035,0.8853936718175127,0.6744650265222795,0.6877073530421874
188,3.4755516,16.36911,11.934243,7.021373,0.39778304,3.8973165,4.964431,1.6510327,0.54497385,0.83459836,1.8552558,1.8482401,3.8247066,4.749178,0.6769333394098762,0.8345747776293057,0.733235318737978,0.5186072642632198
189,3.4663787,16.326735,12.012186,6.995474,0.44199562,3.878532,4.9460707,1.5803871,0.5092524,0.80539304,1.82039,1.8776748,3.82231,4.801483,0.7476053376755207,0.8059515352640302,0.4054879521724546,0.6144043504153025
190,3.4273052,16.330835,11.92831,7.011921,0.40950954,3.864965,4.9393463,1.6076026,0.5509361,0.8040784,1.8622918,1.8694131,3.825148,4.7227817,0.6359135658064087,0.8253235514063781,0.4084622556809146,0.4063986888423426
193,3.419516,16.320107,11.916199,7.051017,0.4615965,3.8975072,4.969904,1.5621736,0.49183464,0.82529026,1.8586483,1.902833,3.7925048,4.80354,0.761738527648856,0.8535723672828417,0.7467681340742035,0.6931088054061539
197,3.4160657,16.325089,11.962716,7.0693874,0.4123646,3.8969727,4.969935,1.580421,0.5129148,0.81902474,1.8259058,1.8276546,3.8211627,4.752304,0.6733126663357607,0.7301765398795942,0.3102949210107889,0.5302524320437672
199,3.4391174,16.315014,11.979211,7.0167723,0.4611392,3.8135023,4.9375987,1.6244528,0.5348964,0.7785688,1.8087664,1.8239706,3.833096,4.714091,0.53298919845802,0.666395050413294,0.3044543647075342,0.1656392683144577
200,3.4417162,16.314732,12.004808,7.0310125,0.49038124,3.8785768,4.926096,1.6695702,0.50392294,0.8217527,1.7775269,1.8618083,3.811027,4.8145313,0.8059393531392599,0.8644938271604939,0.648127396172781,0.7137582872248012
205,3.4645314,16.338947,11.905271,7.0357313,0.43411517,3.888009,4.95851,1.6445911,0.5077946,0.80696684,1.9545221,1.8820505,4.072816,4.891052,0.7809952236018464,0.8823584114451264,0.5456768627743833,0.5808358380922307
