Patient,Slice,Feature_494,Feature_435,Feature_305,Feature_74,Feature_213,Feature_398,Feature_39,Feature_472,Feature_355,Feature_249,Feature_319,Feature_308,Feature_176,Feature_493,Feature_32,Feature_474,Feature_137,Feature_29,Feature_117,Feature_452,Feature_349,wavelet-LH_firstorder_Uniformity,wavelet-LH_glcm_Correlation,wavelet-HL_gldm_DependenceVariance,wavelet-LH_gldm_DependenceVariance,original_shape2D_MinorAxisLength,original_firstorder_10Percentile
53.0,175.0,1232.5927,385.76917,1432.4049,1245.4531,798.18396,2334.6213,650.33014,1057.6312,0.0,494.9367,346.0675,332.46918,930.5132,568.4232,186.681,515.87476,439.2243,1006.98737,940.3279,363.90652,455.1354,0.11540749553837,0.6263618992605123,3.2248289708506843,1.9328896490184413,24.221115959183702,64.0
53.0,176.0,1310.7144,366.1575,1470.0243,1381.1123,869.2084,2238.5615,626.1108,756.08215,6.3420243,504.95346,370.4238,329.25406,876.0087,555.8132,244.91554,532.69836,550.0626,1076.8322,730.6447,367.90924,374.4508,0.1466971833338902,0.6173419979336017,4.087440275318253,2.92742824685088,23.130382255251824,59.5
53.0,171.0,1477.0912,479.29825,1111.379,387.30383,658.14087,2355.848,1077.041,629.804,0.0,81.36859,281.17618,372.32782,765.69293,560.3785,35.699432,642.34503,71.97107,680.02893,1307.2732,373.9914,144.99194,0.1463683662851196,0.6870206474144581,2.9155463059313216,2.906722164412071,26.668768386106425,55.7
53.0,172.0,1304.3673,448.45148,1220.3048,394.4302,707.77924,2361.919,942.6007,699.79047,0.0,149.71704,296.5871,295.05438,718.423,567.7549,44.651215,596.8556,134.19067,737.8206,1281.4664,323.55847,210.57967,0.1329031315887953,0.6330603739938148,3.4049524922189462,2.4005074798514072,26.072950686426275,62.0
53.0,174.0,1174.8573,385.8672,1261.789,1005.241,796.369,2302.4597,650.8093,1032.8323,0.0,455.5699,330.1715,355.46683,865.2802,580.4017,176.75005,683.25226,314.82974,992.8165,968.90125,335.7176,418.56488,0.1116678161385857,0.6458287981233002,3.242078786157653,1.872976591342448,25.60454139735399,69.3
54.0,201.0,1297.2112,356.41693,1298.9623,1288.1387,245.9737,2383.327,56.947342,765.59595,25.474892,854.83,354.25583,444.1711,266.23074,647.6938,335.44064,453.6001,459.23776,0.0,732.20496,80.64401,175.52693,0.2557873699828916,0.5470899760007609,3.954246090024073,5.047449620736121,26.439290562713797,42.0
54.0,200.0,1262.7052,408.93256,1237.2325,999.7173,308.9875,2431.9907,29.371525,785.63916,0.0,730.7954,329.00693,445.68985,397.43787,630.20856,254.11885,430.17633,306.32236,0.0,702.835,0.0,110.72269,0.2449004898009796,0.5549929706088133,3.3360716721433445,4.903403806807614,26.68183276891583,34.7
54.0,199.0,1246.5311,448.19208,1300.6781,905.89935,455.27216,2401.0679,0.0,816.68933,0.0,692.8665,287.21677,511.10025,334.64624,632.6771,114.32247,456.84146,146.44609,0.0,781.2268,0.0,104.87913,0.2729862557267805,0.5147202041663472,3.831820074968763,4.452794668887963,26.1535135385322,34.900000000000006
54.0,202.0,1200.1792,405.26913,1329.6667,1591.2322,580.137,2364.082,108.12099,781.87024,45.130527,987.2616,376.10635,516.40717,212.12775,656.78735,306.22073,450.82965,557.8281,0.0,780.1042,0.0,337.37924,0.2549688514262768,0.5346052450414847,3.8594095954553658,4.312878305046032,26.741764481129287,41.0
54.0,203.0,1111.11,393.0006,1346.566,1697.9929,731.3478,2315.8562,0.0,879.93384,99.541664,1086.6871,368.74957,579.15625,200.31041,650.2558,145.01492,455.25137,563.5261,0.0,845.8947,17.129099,272.33148,0.2382403628117913,0.5507257052415888,4.2247619047619045,4.062062585034014,26.91328017821963,43.400000000000006
56.0,249.0,1473.966,562.11523,1763.8225,1363.2621,1048.5751,2413.2502,256.2628,1078.9622,13.044874,467.49277,230.2041,207.48248,0.0,390.39008,274.48392,744.97595,746.70953,376.9728,0.0,273.67435,0.0,0.1395700680272109,0.495257039200871,3.1972571428571426,2.7915609977324265,20.49689127749974,14.0
56.0,248.0,1427.2246,560.5643,1692.8629,1295.8276,1094.0001,2455.395,193.42557,1104.3253,0.0,500.8402,222.29695,212.3908,0.0,383.40778,288.93906,734.91034,589.6725,225.43434,0.0,86.67988,0.0,0.1393051147460937,0.5059750201388115,3.05169677734375,2.857040405273437,21.39326640954536,13.1
56.0,246.0,1470.7954,553.66547,1780.9292,1104.2068,1084.8157,2732.2969,308.72916,1044.0236,61.975315,513.3385,213.92305,231.62051,18.846657,382.7659,351.59433,711.3834,465.32,209.08104,0.0,77.431625,0.0,0.1351732123121019,0.526052234464639,2.671732608933278,2.3720836082895764,23.73205539899001,12.6
56.0,247.0,1490.2037,553.1645,1710.8588,1173.3373,1115.4972,2640.5632,184.16547,1028.9307,15.840386,474.0593,233.81519,300.8346,13.105822,389.00137,308.85513,739.7074,531.99133,237.50449,0.0,50.897438,0.0,0.1379978095585784,0.5068311251093671,3.215821971079824,3.2778686052602337,22.67487544948174,9.0
56.0,245.0,1408.6254,503.53516,1865.5944,1281.9999,1151.2405,2789.8303,400.75348,1067.5641,0.0,480.3596,196.88446,242.42908,48.33081,386.87564,408.67184,681.1768,385.2875,397.1744,0.0,0.0,0.0,0.1259168241965973,0.5019011833500808,2.029886578449905,2.1331758034026462,24.591079394890947,19.90000000000001
57.0,173.0,1409.9965,436.8918,1267.2842,821.8467,1124.7247,1701.8563,478.3097,988.07935,150.83551,542.2277,101.7849,0.0,1145.849,479.02716,34.907825,215.09013,462.55338,0.0,439.5216,45.376045,0.0,0.2361826749460518,0.6611661490866096,5.311137534680936,3.8795378811232952,16.866555161557937,50.0
57.0,172.0,1392.1927,439.19922,1191.843,736.00494,1137.7175,1765.7649,647.7419,934.48175,202.54463,530.8727,114.77887,0.0,1234.4949,464.68762,36.109722,195.7691,415.94843,0.0,506.84567,73.27586,0.0,0.1870088755723896,0.6720157668455461,5.585165922324608,4.567245180620724,17.329525517706188,47.0
57.0,170.0,1400.8491,498.88107,1182.2103,861.7201,1130.2018,1856.5482,1102.0244,765.5623,142.53554,498.36887,128.93723,0.0,1065.79,457.72516,36.058456,241.01016,358.1338,0.0,485.14633,75.53182,0.0,0.1744486509224205,0.599950050718312,3.765578991647136,2.802235442581576,19.013566482380373,60.7
57.0,169.0,1500.8372,518.7197,1279.8705,899.93555,1103.6501,1891.5135,1278.7743,727.22076,117.23962,468.201,145.83572,0.0,975.44403,477.6698,36.056896,260.30222,205.65236,0.0,420.0677,80.11967,0.0,0.2157177539353121,0.523793257364013,2.753073850732242,2.601221708826063,20.9085263828211,61.5
57.0,171.0,1402.8712,451.3025,1073.6594,764.47943,1095.3923,1801.3832,797.2287,850.37524,258.44122,543.66406,122.553505,0.0,1161.12,467.1025,36.155636,217.02217,409.0224,0.0,543.9274,141.99069,0.0,0.1583864236259864,0.640550102361316,4.777297162836335,4.052542115227816,17.76014977360791,55.0
58.0,218.0,1169.5817,559.55286,1099.0101,2654.508,806.5072,1298.1418,548.2321,621.68756,584.8359,493.04233,273.80246,725.89526,1291.045,639.7376,29.93106,502.73462,81.64101,525.68,584.39014,200.27919,463.92773,0.1094148596938775,0.5629930703975454,1.874920280612245,2.0133131377551017,25.61091509672389,59.7
58.0,217.0,1176.7927,596.7131,1050.7351,2656.115,1153.6327,1175.1221,487.75992,517.00476,579.8303,498.17328,286.7969,604.35944,1354.413,631.9092,181.69554,465.28998,97.32693,563.49084,472.03613,195.87027,386.07693,0.1100338739730876,0.5383669115379874,2.11376541904907,2.087403700080137,24.784008278672847,55.0
58.0,216.0,1049.6989,607.36053,1049.7115,2569.5603,1134.1041,1051.4252,396.52414,523.6489,428.56357,414.52182,362.3654,544.9432,1265.1075,582.8409,277.0442,437.15604,146.44136,517.27954,387.55496,273.99863,314.39807,0.1284938271604938,0.5006863483167902,2.591111111111111,2.051733333333333,24.189312902190053,64.0
58.0,215.0,962.0468,591.94885,997.4898,2454.3953,955.9779,1002.0312,431.82697,485.0769,412.00497,402.00998,450.7691,547.21173,1219.0193,581.06964,248.2305,394.92056,171.00777,359.68115,399.04733,425.2912,176.85928,0.1704775433419807,0.4704405347439694,2.4746036011824777,2.354567841648888,23.01921341623171,60.0
58.0,214.0,986.9911,552.5417,919.7976,2446.3303,703.4262,989.3712,506.68246,447.07184,292.17062,420.2611,325.34845,517.23315,1161.6798,598.45825,142.62498,410.9048,325.5902,221.84996,336.33923,363.6381,51.593582,0.1851963291710545,0.4497670929927082,1.966248258449382,2.468913730286955,22.334133281253727,60.0
59.0,178.0,1232.9194,564.7852,1877.6227,888.3687,574.0502,2102.8582,931.41626,379.91022,0.0,161.08434,161.68001,256.96378,33.896248,634.81494,0.0,352.7432,214.05077,266.99762,373.59335,0.0,132.82266,0.2846902264483874,0.4554623692160245,4.821904715223997,3.2401235173022256,27.33781520082212,20.0
59.0,177.0,1254.213,589.3745,1852.4807,877.649,565.8526,2074.948,916.19116,418.80502,0.0,131.46384,160.26175,336.22693,42.249794,644.87256,0.0,371.43192,213.73114,255.498,414.4358,0.0,171.47398,0.2325427720107651,0.5152001739691036,5.059592464436754,4.255094194540561,27.307962865374904,19.700000000000003
59.0,176.0,1239.4574,550.6614,1858.3173,833.1596,456.95108,2154.561,916.3602,511.04956,0.0,77.298965,166.22008,433.28683,24.36949,650.5497,0.0,365.94296,172.71231,175.91438,490.67123,0.0,3.5919225,0.2004780509112087,0.5518971376461373,5.832682181076948,4.200684316532795,28.022913587963103,5.0
59.0,174.0,1257.1898,514.0632,1970.8124,752.96185,353.15945,2087.7322,826.866,482.45004,0.0,27.786037,161.5741,550.473,3.6583865,627.2423,0.0,403.75266,122.674355,242.76529,383.4796,0.0,0.0,0.2280545393124367,0.5053752718869307,3.779168972680031,4.151959692084325,28.09598543417166,7.200000000000003
59.0,175.0,1284.3054,561.59784,1996.652,717.4805,323.75995,2191.7634,909.7243,507.8474,0.0,39.128563,162.94106,498.87158,16.659143,637.16815,0.0,358.70465,113.13642,223.8648,454.765,0.0,0.0,0.2032486463973344,0.5349567575975257,4.380258225739275,4.744976051645148,28.670841799895275,10.0
60.0,158.0,1516.338,689.022,1228.5879,1384.5413,121.51902,2113.555,415.94983,487.77863,62.65042,253.76558,221.44551,302.75772,0.0,701.197,32.438034,449.89917,424.42557,52.756218,293.8838,0.0,0.0,0.401080389029896,0.4971211372510405,4.05204285618023,3.7056220659913297,23.91493246855304,24.1
60.0,157.0,1313.1539,644.22656,1521.4336,1501.7048,135.88234,2259.094,311.09085,442.80298,0.0,435.13913,207.9193,228.54857,167.70714,711.401,34.239544,450.3058,172.68018,40.50123,0.0,0.0,0.0,0.4029836417069801,0.5021807748413355,4.895881891737648,4.162078841958728,24.15575272007166,20.40000000000001
60.0,155.0,1271.2009,524.17474,1860.4512,1511.1423,287.6381,2356.9792,307.3476,386.63312,0.0,261.91138,186.5362,206.9531,395.68097,648.0484,40.00333,447.5749,183.21353,48.769436,0.0,0.0,0.0,0.3514970463376833,0.5214770015936955,4.30423844927113,3.999168931515464,24.141101322748284,29.0
60.0,156.0,1248.739,586.3962,1764.1666,1535.6987,127.11116,2288.3237,299.7143,437.35544,0.0,429.57202,184.84857,199.80348,285.39496,652.0823,32.153343,437.54156,217.4431,78.064156,0.0,0.0,0.0,0.3616343519717981,0.5152630999716046,4.120176686699653,4.456476034742721,23.621082100751803,31.0
60.0,154.0,1232.0564,469.7051,1836.3915,1393.9464,581.6291,2319.908,463.1546,453.4425,0.0,178.40543,211.1241,160.70726,380.97818,583.7491,22.594408,510.30347,138.96715,0.0,0.0,0.0,0.0,0.3857394648293543,0.5454327694513973,4.116224963948085,3.315199487261657,24.387520076134635,25.0
61.0,246.0,2207.451,491.59,1308.0664,778.4137,1097.5488,2083.7786,754.37524,468.93326,129.50246,415.60007,305.33704,0.0,43.85597,756.3067,54.46181,334.03745,164.22119,0.0,225.14864,563.3311,319.99573,0.0839112061642181,0.5135771798974023,2.116130047849228,2.045173144722879,23.38027505419845,38.0
61.0,244.0,2323.3015,557.43945,1278.7164,1009.5833,1323.0797,1891.3324,1095.0118,609.69855,170.39854,613.3543,334.07288,17.47468,21.093899,744.7066,211.62354,273.3531,114.892456,0.0,125.721985,762.139,197.90523,0.0888782269808001,0.5689054942592291,2.2162796113453926,1.8592852593509144,26.09116383923772,41.2
61.0,245.0,2243.8057,541.7407,1278.0212,868.3134,1260.7635,2026.604,994.9283,533.0051,197.39738,503.0588,312.9028,15.916431,49.68301,738.35614,126.59822,300.7479,153.68217,0.0,237.28485,699.2226,246.62149,0.0855308303107538,0.5350106830360808,2.3086189807099515,1.601575008986047,24.928530894537477,43.0
61.0,242.0,2340.4678,545.94354,1271.1752,720.48645,849.88385,1704.9707,1200.1469,797.49786,0.0,648.10443,338.66733,0.0,69.2973,702.04224,239.91463,397.45648,151.37413,0.0,0.0,485.0639,285.09143,0.094127788778101,0.5905169755493155,2.573316582766727,3.20431081912036,28.068256031170783,38.0
61.0,243.0,2346.865,628.9173,1283.8604,947.89075,1120.5388,1807.7817,1158.6749,687.9332,134.17139,609.20294,336.52594,10.361999,21.34562,746.875,211.88307,309.47974,108.07956,0.0,33.464397,695.90735,274.42688,0.0912049634077687,0.601694831628142,2.206968943516607,2.550795177331582,26.797161053263395,43.0
62.0,207.0,1630.113,554.9008,1539.2719,773.21344,1653.2483,2217.6506,1039.2399,720.62854,0.0,683.16693,225.57005,164.62842,525.26324,621.9938,338.21118,225.16046,270.7398,122.579796,278.92993,56.19366,0.0,0.1467264861400417,0.539774968074878,4.186803396891524,3.714379105912514,20.54018765564773,25.0
62.0,206.0,1663.7578,541.39197,1501.5543,1039.0215,1732.2903,2159.0955,1109.8105,664.0849,0.0,615.5521,239.13272,131.8228,580.54443,602.6048,347.1209,185.07434,325.82,189.7616,237.5028,41.990036,0.0,0.1194000588177629,0.5072874021508522,3.7357366924811295,2.663047740417606,21.830910573701946,27.300000000000004
62.0,205.0,1839.793,523.6429,1590.5034,1314.94,1789.7207,2201.459,1277.2014,647.85754,0.0,530.2279,202.63252,62.33048,791.1791,606.3961,389.74283,135.59944,388.45007,293.5604,310.91635,45.33844,0.0,0.127186992707877,0.5178976586598336,4.960035043417765,3.446056327140612,23.28588548621943,35.0
62.0,201.0,1969.6305,586.3719,1424.2,2312.431,1677.3672,2038.8885,877.2023,799.6785,243.7302,622.53827,249.53064,184.7181,1147.689,612.5372,430.23822,135.3074,318.308,1238.2897,405.84686,174.64832,0.0,0.1490277777777777,0.4876695397112984,3.64108024691358,2.320246913580247,23.675933002668817,12.9
62.0,204.0,1895.1155,509.72757,1517.4406,1791.4453,1815.0115,2080.844,1364.3594,662.11066,21.480074,538.9603,252.32802,111.993774,1027.6039,614.769,557.12573,129.80417,342.319,609.5621,328.47333,18.056662,0.0,0.1379079846760919,0.5090276779868042,4.502885811009926,3.822783172451466,24.5642459850596,19.40000000000001
64.0,222.0,1669.2188,708.9729,1356.1145,1042.3604,731.42944,2759.4675,971.8981,755.91174,0.0,360.8915,280.39578,298.0182,500.8574,429.007,429.6994,753.30695,411.2315,533.03955,329.8161,341.85257,0.0,0.22216796875,0.5986363751000155,3.9323577880859375,4.021240234375,28.02053021245992,48.0
64.0,226.0,1778.2102,859.062,1652.3412,1260.6064,767.527,2365.9807,714.7783,626.67664,0.0,475.43082,306.27966,313.96616,567.58105,423.83615,411.98093,728.4447,906.07904,386.879,128.92056,412.95078,0.0,0.3605465078763905,0.4825772703036755,3.7865028265230256,4.128813701973656,28.054087751288964,44.0
64.0,223.0,1755.1761,711.10895,1365.6888,1186.6353,867.49585,2709.5798,1105.028,730.7192,0.0,381.56454,281.20975,263.92422,511.23795,419.8334,446.62854,731.17786,553.6152,381.84192,376.90552,364.62897,0.0,0.2584717750436854,0.5936646362307871,4.040801740988633,3.3973220507359536,27.75314372707732,45.0
64.0,224.0,1756.2096,750.2331,1426.6731,1230.3025,767.0828,2619.3574,1002.9472,677.50446,0.0,460.7159,267.3819,202.83043,434.96228,461.00677,428.3337,692.09033,677.4801,382.73535,318.21494,377.65158,0.0,0.2782970195852037,0.549232423581766,3.8065633491594255,3.3320659188257507,28.313966677991864,42.0
64.0,225.0,1746.1663,812.2331,1527.9149,1241.5073,811.40265,2474.9292,793.8641,644.71466,0.0,462.3338,272.55978,218.28244,451.64062,463.32324,376.07678,674.069,845.5311,438.83813,245.03859,348.30814,0.0,0.3411770091789319,0.4989448057816392,4.3931473566834205,4.052778041195648,28.13958585838618,43.2
65.0,130.0,174.20181,210.66537,795.2996,846.87915,668.313,938.863,545.9751,394.61945,575.46075,106.71471,74.118835,4.939315,206.41348,94.7818,59.545506,218.25934,422.7235,507.8999,146.79813,55.884983,153.67688,0.2100949388702958,0.586890703930192,3.438562939689912,2.9853835120551877,24.770238885503367,21.1
65.0,131.0,102.79997,125.25901,824.8138,687.89557,637.1849,1067.9945,589.6121,357.7713,609.4017,63.7366,85.012085,0.0,274.17087,131.075,72.69237,251.52785,363.48215,638.0184,190.04755,64.39323,113.12294,0.2623246522860422,0.6557862814269931,3.588944708635829,3.407045213995021,23.62361949417097,25.8
65.0,127.0,114.233086,91.48293,854.1673,678.1227,335.42093,773.7191,540.0865,328.65692,623.23376,138.24677,64.24777,0.0,174.43446,86.20482,149.01883,217.10515,309.90097,467.77115,105.75008,35.61111,90.79087,0.2995904244050561,0.468138636049088,3.104300543746911,3.722618459148365,24.02332412928693,28.700000000000003
65.0,128.0,130.22148,101.26557,857.9663,844.4713,397.20178,820.6819,574.5491,379.3458,509.93338,194.13795,57.170193,0.0,155.80548,63.513496,101.52148,233.17256,295.9465,485.23273,105.85573,82.73486,83.703865,0.2955680875205338,0.5172900607270781,3.3743162458297347,3.1467764060356656,24.927618518945003,26.200000000000003
65.0,129.0,225.64873,190.38222,854.5475,840.1828,477.40063,847.6349,580.278,425.60275,503.46753,134.4861,79.687904,0.0,163.42604,85.98492,91.68972,239.5497,270.70865,462.15936,141.82326,71.07952,107.51148,0.2435006389944154,0.525852548067548,4.277971324031442,3.0095761628823023,25.179876169023373,19.8
68.0,196.0,1125.9316,1024.8885,1284.1309,2144.0186,685.378,1992.829,321.0877,570.08453,155.1004,377.13486,172.3113,37.27316,436.5987,622.24316,432.5018,210.38446,438.5697,572.85645,352.75153,478.92615,261.4439,0.1554059918941837,0.5221523512833002,3.3055038091995006,2.6259773384345224,25.870838869071783,37.6
68.0,201.0,1050.1938,1023.2384,1516.9142,1150.9835,887.82886,2530.051,967.81146,822.9392,0.0,372.8582,176.20753,17.61775,500.96616,575.7437,464.78857,340.5251,30.48791,85.626816,221.14026,279.0497,342.8494,0.0754302195161032,0.5100318619284792,1.4555359717993912,1.914731613523474,22.84739356020158,28.0
68.0,200.0,989.86084,1000.1959,1417.6473,1261.3413,759.46204,2447.5144,1024.1881,794.13245,0.0,373.63025,169.13684,0.0,544.3004,583.51465,467.7594,322.66428,78.72942,183.3881,270.66995,261.72244,336.9647,0.0754950495049504,0.5176948371876227,1.7607832565434762,1.840775414175081,23.5010083498753,38.0
68.0,199.0,918.23474,963.26764,1330.1147,1373.3837,542.0349,2454.121,1080.5494,768.819,171.46611,402.0043,167.52686,0.0,510.22812,600.94434,495.95636,307.05728,244.07576,359.52853,317.7752,337.57755,219.3607,0.0719860429153918,0.5320935239943054,1.6134707013567182,1.6620297248894735,23.77201383330792,27.800000000000004
68.0,197.0,1082.2742,1016.5236,1310.2356,1902.5476,613.5088,2163.2905,437.66684,692.81006,224.6671,411.43594,171.41472,71.9006,455.07007,655.0408,452.09344,243.84966,445.89304,643.9527,181.93011,352.36475,333.54645,0.1177909270216962,0.5413485997876145,2.83784352399737,2.2751084812623272,26.08455425958809,39.80000000000001
69.0,245.0,1864.9976,188.2178,1581.148,591.21155,452.5014,2012.176,855.47125,626.93896,0.0,240.29701,282.8947,776.4891,1119.6438,718.07086,32.0184,475.28076,512.2224,747.8319,0.0,325.0412,114.90621,0.3696332838234266,0.4517411693227701,4.646560981530473,4.205250793049961,25.05797450922824,52.0
69.0,243.0,1939.6467,202.29285,1393.0648,586.06134,524.6487,1581.139,742.04956,648.5425,0.0,290.77408,266.08804,626.5323,921.39355,639.2605,86.168434,454.40656,484.9793,766.3929,0.0,467.08273,204.58159,0.339569435548126,0.509538571720959,4.7657048227593,4.408520676779828,26.90052417809134,47.0
69.0,244.0,1666.2516,197.76794,1318.07,465.87402,544.73517,1739.4865,831.5057,699.38385,0.0,191.30092,279.05054,704.42316,1084.7373,648.47217,43.809063,485.46222,555.00226,811.1226,0.0,419.23346,184.8386,0.357940673828125,0.4613917054059324,4.913818359375,4.0458984375,26.32247690415676,51.0
69.0,242.0,2013.1111,237.25394,1497.7743,660.5707,557.0762,1500.7563,721.89874,400.8262,0.0,356.38022,277.02805,572.0565,711.3295,664.9352,53.845646,472.77145,493.33978,636.0842,0.0,454.6474,248.82047,0.3518846107200956,0.5398870737060163,4.164075928086617,4.3711175513652085,26.885104764450663,46.0
69.0,241.0,1598.744,263.92783,1428.0674,683.7623,607.70746,1730.9211,825.76776,342.60782,0.0,267.33066,250.75987,466.683,716.7459,673.2117,47.970768,545.4685,552.17926,656.48236,0.0,265.50208,200.67068,0.3269659895352416,0.565929547068374,4.546456602031394,4.552169898430286,26.441552871197956,48.0
70.0,185.0,76.1464,69.74628,260.9583,230.34526,161.3317,853.7278,0.0,423.99557,274.6613,151.2893,50.278122,0.0,61.220814,89.177734,78.00875,244.63734,537.40784,104.45,293.13776,48.657024,0.0,0.3373113854595336,0.5955160159001298,5.63517146776406,4.601426611796982,21.219200778989578,50.0
70.0,186.0,7.8405075,66.18805,208.42336,209.59741,293.93948,829.80206,16.002028,414.43015,324.91815,154.84866,54.73808,0.0,74.79033,70.23205,80.04166,223.12956,403.18268,105.95632,301.621,83.16528,0.0,0.2990725326991676,0.6344317166112307,4.949298454221165,3.9062544589774073,21.67588097282288,46.0
70.0,187.0,2.507575,59.605602,186.68918,146.7772,333.19318,844.56354,94.60642,370.78467,343.00516,169.51414,54.306526,0.0,75.03793,65.66641,78.96138,203.17581,454.11353,108.53986,362.63806,88.958336,0.0,0.2530636929834799,0.6770309744495813,4.242358009103546,4.3659667476578,21.713090674212072,45.6
70.0,188.0,29.514442,59.469547,206.20891,103.882126,293.21658,855.71844,213.11171,330.22556,279.01776,173.52646,50.718445,0.0,62.06057,66.72902,88.6044,228.99951,560.9624,139.763,412.29153,67.83792,0.0,0.2254459871049404,0.6677015383551134,3.509077963688145,3.917843439737352,21.82047378120008,37.7
70.0,184.0,136.02061,64.17786,358.99463,285.31836,148.48233,895.4708,16.7636,448.93457,290.25226,155.45251,46.629177,0.0,96.958305,98.53648,71.21724,251.19423,628.3334,103.24965,288.87204,45.319664,0.0,0.38464,0.5628494819453881,4.4365440000000005,3.704704,20.547820091509983,54.900000000000006
71.0,213.0,1532.5682,417.79446,2294.092,1322.521,697.76514,2662.2644,753.809,506.20105,74.5446,0.0,230.88556,291.72894,166.19557,725.8407,0.0,316.2105,159.73346,57.97711,602.4265,0.0,0.0,0.4594697827071073,0.4947137654440852,3.3043232231779087,3.4835898596650066,33.03439437626408,54.0
71.0,214.0,1523.1128,431.13806,2382.238,1258.164,592.89166,2757.1738,689.0019,470.04944,97.56924,0.0,208.56459,54.242165,188.09479,757.8365,0.0,295.00256,228.75334,132.83804,544.8342,0.0,0.0,0.450508483868315,0.5398262261482248,3.6896192538581727,3.954579095967764,30.877846072309445,55.0
71.0,215.0,1497.4592,420.98425,2355.1685,1132.7975,671.8904,2511.0015,548.7639,518.26965,0.0,21.469213,243.70335,0.0,214.75417,770.0546,0.0,354.41025,300.0202,179.66225,284.77734,0.0,24.309587,0.3926289146912853,0.6099049026028748,4.071556492489476,4.731597068483555,28.3788334461001,58.0
71.0,212.0,1466.1036,397.31546,2467.208,1295.1085,823.5485,2565.8206,873.4109,554.5981,0.0,0.0,221.88533,291.23364,158.95624,676.60876,0.0,356.66876,65.82015,22.84502,556.2625,0.0,108.795296,0.4725,0.4574217928483833,3.244166666666667,3.16358024691358,35.43773472831281,56.0
71.0,202.0,1777.7368,419.08817,1325.0807,1845.364,610.9367,2495.0444,590.48395,1068.5262,381.11496,0.0,410.63663,524.7502,879.1605,426.7333,0.0,466.28543,809.1677,0.0,432.6884,49.974106,0.0,0.4661036626791996,0.4881208732939041,3.525115883076341,3.96240142413636,30.0259485145825,48.0
74.0,89.0,71.953156,168.64755,200.61157,735.78345,551.6946,456.19196,212.11728,372.96283,271.30063,354.28152,90.14453,80.67669,44.87218,401.42422,264.01398,0.0,133.55907,314.42667,89.96245,151.13152,309.53876,0.2286800908976139,0.6369838725081683,4.3757732609519,3.688328493877036,21.761219662494373,41.0
74.0,90.0,163.89267,69.83157,253.61438,967.6686,646.6827,565.11035,338.05573,389.0537,406.6623,351.19012,80.54711,238.02805,150.97812,322.8094,341.52203,19.98643,304.37573,472.11224,141.39226,198.94102,475.6579,0.2081707811866046,0.5977489174347024,3.830779314003932,3.86055366561593,21.127486756593505,48.7
74.0,86.0,0.0,0.0,212.22067,699.3131,668.7329,347.3325,101.80031,346.53726,340.26868,346.93057,36.631935,16.731922,61.477264,291.80215,182.77971,0.0,0.0,300.4207,191.32063,259.9091,317.59317,0.2499890355686154,0.634758387873416,4.3165212052102975,3.674400245603263,20.29354867913072,44.0
74.0,87.0,0.0,120.518326,182.92297,631.1258,685.34875,274.6347,144.99385,376.2385,236.28915,288.66534,29.698048,86.455124,288.20392,356.5315,281.34265,35.300247,134.25578,324.5438,63.913383,285.48264,480.16962,0.2661528179995545,0.6401676713712908,4.651049231454667,4.259621296502561,21.45928463259725,35.4
74.0,88.0,33.68659,228.71082,77.724815,682.2384,563.1161,333.7323,137.91904,428.53598,242.96063,347.3625,91.804955,123.27886,216.29573,465.3214,295.15442,59.01194,58.887947,304.7975,104.24058,184.01868,356.55286,0.3031321975138232,0.6059821209182398,5.417554109253746,5.411374780312819,22.33820604628063,34.0
75.0,218.0,1314.5632,507.22272,1338.3582,435.06012,831.1071,1248.6005,242.15625,1062.6404,0.0,228.13441,229.72159,0.0,913.2184,414.9,136.29547,510.52866,440.24646,267.28784,0.0,754.1981,127.797844,0.4643930795847751,0.4262872160328974,4.040138408304498,2.870732179930795,23.702456374089195,44.0
75.0,219.0,1313.4666,434.65616,1474.6328,414.2534,394.3004,1188.156,15.703883,1084.6917,0.0,270.97034,181.74266,0.0,925.0624,420.42255,152.61177,526.4019,470.48053,216.21593,0.0,640.0578,0.0,0.4794120020315073,0.410068124685526,3.8975607672262806,3.2970320057337874,24.381338053952625,42.8
75.0,220.0,1254.9156,446.9058,1447.6771,403.74765,440.0224,895.0654,0.0,1061.2365,0.0,380.42648,222.71822,0.0,628.0955,449.92807,176.62605,505.8162,454.26895,160.25084,0.0,677.7147,0.0,0.4051066613866841,0.4617639112038971,3.693083796766584,4.016080990341076,24.3524572272863,46.0
75.0,221.0,1308.1238,490.43915,1340.3224,405.8371,526.7148,828.2533,108.57002,889.7889,0.0,474.55994,257.5208,0.0,359.7076,468.97226,186.4187,523.8659,428.58582,192.59705,7.6331863,798.6135,0.0,0.3897263133040152,0.5165100848324355,3.975452103774102,3.965703780848256,23.95407118041375,49.2
75.0,222.0,1313.9249,449.9918,1321.7574,406.66864,655.87036,1390.6003,439.15707,709.96454,0.0,490.66547,262.4591,0.0,449.97958,485.25464,178.07785,480.48114,420.21582,132.5307,85.69824,978.6387,139.75534,0.3575767881815283,0.4806813661160419,5.098582208523754,4.275497927516208,23.39920192134182,46.0
